obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,column_24
"=""122.40518""","=""0.00010""","=""122.40523""","=""0.00005""","=""640000*""","=""""","=""""","=""""","=""""",,"=""0.0000000""","=""10.128995""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<2>).9d""","=""2[3]""","=""5/2""",4,6,,"=""""","=""L368c164,L13998""",
"=""122.40797""","=""0.00010""","=""122.40797""","=""0.00003""","=""640000*""","=""""","=""""","=""""","=""""",,"=""0.0000000""","=""10.128768""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<2>).9d""","=""2[2]""","=""3/2""",4,4,,"=""""","=""L368c164,L13998""",
"=""122.45039""","=""0.00010""","=""122.45037""","=""0.00003""","=""320000""","=""""","=""""","=""""","=""""",,"=""0.0000000""","=""10.125261""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<2>).9d""","=""2[0]""","=""1/2""",4,2,,"=""""","=""L368c164,L13998""",
"=""122.48586""","=""0.00010""","=""122.48583""","=""0.00005""","=""430000""","=""""","=""""","=""""","=""""",,"=""0.0000000""","=""10.122330""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<2>).9d""","=""2[2]""","=""5/2""",4,6,,"=""""","=""L368c164,L13998""",
"=""122.88909""","=""0.00010""","=""122.88910""","=""0.00005""","=""530000""","=""""","=""""","=""""","=""""",,"=""0.0000000""","=""10.089112""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<2>).10s""","=""2[2]""","=""3/2""",4,4,,"=""""","=""L368c164,L13998""",
"=""123.07343""","=""0.00010""","=""123.073489""","=""0.000011""","=""430000""","=""""","=""""","=""""","=""""",,"=""0.0000000""","=""10.0739972""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<2>).10s""","=""2[2]""","=""5/2""",4,6,,"=""""","=""L368c164,L13998""",
"=""123.34660""","=""0.00010""","=""123.346467""","=""0.000010""","=""320000""","=""""","=""""","=""""","=""""",,"=""0.0000000""","=""10.0517025""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(1D<2>).5d""","=""2[1]""","=""3/2""",4,4,,"=""""","=""L368c164,L13998""",
"=""123.63647""","=""0.00010""","=""123.636683""","=""0.000011""","=""420000""","=""""","=""""","=""""","=""""",,"=""0.0000000""","=""10.0281078""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<2>).8d""","=""2[2]""","=""5/2""",4,6,,"=""""","=""L368c164,L13998""",
"=""123.72337""","=""0.00010""","=""123.723397""","=""0.000013""","=""210000""","=""""","=""""","=""""","=""""",,"=""0.0000000""","=""10.0210794""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<2>).8d""","=""2[0]""","=""1/2""",4,2,,"=""""","=""L368c164,L13998""",
"=""123.78947""","=""0.00010""","=""123.789474""","=""0.000011""","=""320000""","=""""","=""""","=""""","=""""",,"=""0.0000000""","=""10.0157303""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<2>).8d""","=""2[2]""","=""3/2""",4,4,,"=""""","=""L368c164,L13998""",
"=""123.92522""","=""0.00010""","=""123.925195""","=""0.000012""","=""74000""","=""""","=""""","=""""","=""""",,"=""0.0000000""","=""10.0047612""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<2>).8d""","=""2[1]""","=""1/2""",4,2,,"=""""","=""L368c164,L13998""",
"=""123.92986""","=""0.00010""","=""123.929892""","=""0.000011""","=""74000""","=""""","=""""","=""""","=""""",,"=""0.0000000""","=""10.0043821""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<2>).8d""","=""2[1]""","=""3/2""",4,4,,"=""""","=""L368c164,L13998""",
"=""123.94654""","=""0.00010""","=""123.946538""","=""0.000011""","=""74000""","=""""","=""""","=""""","=""""",,"=""0.0000000""","=""10.0030384""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<2>).8d""","=""2[3]""","=""5/2""",4,6,,"=""""","=""L368c164,L13998""",
"=""125.08284""","=""0.00010""","=""125.082904""","=""0.000010""","=""420000""","=""""","=""""","=""""","=""""",,"=""0.0000000""","=""9.9121618""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<2>).9s""","=""2[2]""","=""3/2""",4,4,,"=""""","=""L368c164,L13998""",
"=""125.13374""","=""0.00010""","=""125.133701""","=""0.000010""","=""630000""","=""""","=""""","=""""","=""""",,"=""0.0000000""","=""9.9081380""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<2>).9s""","=""2[2]""","=""5/2""",4,6,,"=""""","=""L368c164,L13998""",
"=""125.91554""","=""0.00010""","=""125.915500""","=""0.000011""","=""2600000""","=""""","=""""","=""""","=""""",,"=""0.0000000""","=""9.8466192""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<2>).7d""","=""2[2]""","=""5/2""",4,6,,"=""""","=""L368c164,L13998""",
"=""125.95134""","=""0.00010""","=""125.951331""","=""0.000010""","=""3100000""","=""""","=""""","=""""","=""""",,"=""0.0000000""","=""9.84381806""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<2>).7d""","=""2[2]""","=""3/2""",4,4,,"=""""","=""L368c164,L13998""",
"=""126.12713""","=""0.00010""","=""126.127094""","=""0.000010""","=""830000""","=""""","=""""","=""""","=""""",,"=""0.0000000""","=""9.83010032""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<1>).7s""","=""2[1]""","=""1/2""",4,2,,"=""""","=""L368c164,L13998""",
"=""126.53293""","=""0.00010""","=""126.532896""","=""0.000010""","=""42000""","=""""","=""""","=""""","=""""",,"=""0.0000000""","=""9.79857433""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<2>).7d""","=""2[1]""","=""3/2""",4,4,,"=""""","=""L368c164,L13998""",
"=""126.67337""","=""0.00010""","=""126.673374""","=""0.000011""","=""160000""","=""""","=""""","=""""","=""""",,"=""0.0000000""","=""9.7877079""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<2>).7d""","=""2[3]""","=""5/2""",4,6,,"=""""","=""L368c164,L13998""",
"=""126.75720""","=""0.00010""","=""126.757125""","=""0.000011""","=""620000*""","=""""","=""""","=""""","=""""",,"=""0.0000000""","=""9.78124093""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<1>).7s""","=""2[1]""","=""3/2""",4,4,,"=""""","=""L368c164,L13998""",
"=""126.75987""","=""0.00010""","=""126.759817""","=""0.000011""","=""620000*""","=""""","=""""","=""""","=""""",,"=""0.0000000""","=""9.7810332""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<2>).7d""","=""2[1]""","=""1/2""",4,2,,"=""""","=""L368c164,L13998""",
"=""127.52584""","=""0.00010""","=""127.525795""","=""0.000011""","=""1600000""","=""""","=""""","=""""","=""""",,"=""0.0000000""","=""9.72228390""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<0>).7s""","=""2[0]""","=""1/2""",4,2,,"=""""","=""L368c164,L13998""",
"=""128.93977""","=""0.00010""","=""128.939664""","=""0.000011""","=""3100000""","=""""","=""""","=""""","=""""",,"=""0.0000000""","=""9.61567562""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<2>).8s""","=""2[2]""","=""3/2""",4,4,,"=""""","=""L368c164,L13998""",
"=""129.11459""","=""0.00010""","=""129.114643""","=""0.000011""","=""310000""","=""""","=""""","=""""","=""""",,"=""0.0000000""","=""9.60264426""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<2>).8s""","=""2[2]""","=""5/2""",4,6,,"=""""","=""L368c164,L13998""",
"=""130.03378""","=""0.00010""","=""130.033781""","=""0.000011""","=""10000000""","=""6.0e+08""","=""2.3e-01""","=""3.9e+00""","=""-0.04""",E,"=""0.0000000""","=""9.5347684""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<2>).6d""","=""2[2]""","=""5/2""",4,6,,"=""u46""","=""L368c164,L13998""",
"=""130.29860""","=""0.00010""","=""130.298619""","=""0.000011""","=""3000000""","=""""","=""""","=""""","=""""",,"=""0.0000000""","=""9.51538855""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<2>).6d""","=""2[2]""","=""3/2""",4,4,,"=""""","=""L368c164,L13998""",
"=""131.34349""","=""0.00010""","=""131.343482""","=""0.000011""","=""1500000""","=""""","=""""","=""""","=""""",,"=""0.0000000""","=""9.43969178""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<2>).6d""","=""2[1]""","=""3/2""",4,4,,"=""""","=""L368c164,L13998""",
"=""131.39502""","=""0.00010""","=""131.395009""","=""0.000011""","=""3000000""","=""""","=""""","=""""","=""""",,"=""0.0000000""","=""9.43598993""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<2>).6d""","=""2[3]""","=""5/2""",4,6,,"=""""","=""L368c164,L13998""",
"=""131.75452""","=""0.00010""","=""131.754509""","=""0.000011""","=""3000000""","=""""","=""""","=""""","=""""",,"=""0.0000000""","=""9.41024329""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<1>).5d""","=""2[2]""","=""5/2""",4,6,,"=""""","=""L368c164,L13998""",
"=""131.88472""","=""0.00010""","=""131.884805""","=""0.000011""","=""30000""","=""""","=""""","=""""","=""""",,"=""0.0000000""","=""9.4009464""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<1>).5d""","=""2[2]""","=""3/2""",4,4,,"=""""","=""L368c164,L13998""",
"=""133.01928""","=""0.00010""","=""133.019277""","=""0.000012""","=""2000000""","=""""","=""""","=""""","=""""",,"=""0.0000000""","=""9.32076926""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<1>).5d""","=""2[3]""","=""5/2""",4,6,,"=""""","=""L368c164,L13998""",
"=""133.32322""","=""0.00015""","=""133.32312""","=""0.00006""","=""5400""","=""""","=""""","=""""","=""""",,"=""0.9426489""","=""10.242176""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(3P<2>).12s""","=""2[2]""","=""3/2""",2,4,,"=""""","=""L368,L13998""",
"=""133.52376""","=""0.00015""","=""133.52370""","=""0.00005""","=""220000""","=""""","=""""","=""""","=""""",,"=""0.9426489""","=""10.228207""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(3P<1>).6d""","=""2[2]""","=""3/2""",2,4,,"=""""","=""L368,L13998""",
"=""133.64782""","=""0.00015""","=""133.64779""","=""0.00003""","=""1100000bl(I II)""","=""""","=""""","=""""","=""""",,"=""0.9426489""","=""10.2195845""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(3P<0>).6d""","=""2[2]""","=""3/2""",2,4,,"=""""","=""L368,L13998""",
"=""133.99028""","=""0.00015""","=""133.99017""","=""0.00004""","=""860000""","=""""","=""""","=""""","=""""",,"=""0.9426489""","=""10.195880""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(1D<2>).5d""","=""2[2]""","=""3/2""",2,4,,"=""""","=""L368,L13998""",
"=""134.07090""","=""0.00015""","=""134.071170""","=""0.000012""","=""1500000""","=""""","=""""","=""""","=""""",,"=""0.0000000""","=""9.24764049""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<1>).5d""","=""2[1]""","=""3/2""",4,4,,"=""""","=""L368,L13998""",
"=""134.12638""","=""0.00015""","=""134.12620""","=""0.00003""","=""110000""","=""""","=""""","=""""","=""""",,"=""0.9426489""","=""10.1864951""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(3P<1>).6d""","=""2[1]""","=""3/2""",2,4,,"=""""","=""L368,L13998""",
"=""134.24489""","=""0.00015""","=""134.24503""","=""0.00006""","=""65000""","=""""","=""""","=""""","=""""",,"=""0.9426489""","=""10.178313""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(3P<2>).11s""","=""2[2]""","=""3/2""",2,4,,"=""""","=""L368,L13998""",
"=""134.36262""","=""0.00015""","=""134.36266""","=""0.00003""","=""1100000""","=""""","=""""","=""""","=""""",,"=""0.9426489""","=""10.1702275""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(3P<1>).6d""","=""2[1]""","=""1/2""",2,2,,"=""""","=""L368,L13998""",
"=""134.87679""","=""0.00015""","=""134.87682""","=""0.00007""","=""43000""","=""""","=""""","=""""","=""""",,"=""0.9426489""","=""10.135051""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(3P<2>).9d""","=""2[1]""","=""1/2""",2,2,,"=""""","=""L368,L13998""",
"=""134.89034""","=""0.00015""","=""134.89017""","=""0.00007""","=""860000""","=""""","=""""","=""""","=""""",,"=""0.9426489""","=""10.134141""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(3P<2>).9d""","=""2[1]""","=""3/2""",2,4,,"=""""","=""L368,L13998""",
"=""134.96907""","=""0.00015""","=""134.96907""","=""0.00004""","=""11000""","=""""","=""""","=""""","=""""",,"=""0.9426489""","=""10.128768""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(3P<2>).9d""","=""2[2]""","=""3/2""",2,4,,"=""""","=""L368,L13998""",
"=""135.02064""","=""0.00015""","=""135.02062""","=""0.00004""","=""640000""","=""""","=""""","=""""","=""""",,"=""0.9426489""","=""10.125261""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(3P<2>).9d""","=""2[0]""","=""1/2""",2,2,,"=""""","=""L368,L13998""",
"=""135.50989""","=""0.00015""","=""135.510233""","=""0.000012""","=""4900000""","=""""","=""""","=""""","=""""",,"=""0.0000000""","=""9.1494344""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<0>).5d""","=""2[2]""","=""5/2""",4,6,,"=""""","=""L368,L13998""",
"=""135.55423""","=""0.00015""","=""135.55425""","=""0.00006""","=""2100000""","=""""","=""""","=""""","=""""",,"=""0.9426489""","=""10.089112""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(3P<2>).10s""","=""2[2]""","=""3/2""",2,4,,"=""""","=""L368,L13998""",
"=""135.79709""","=""0.00015""","=""135.797355""","=""0.000012""","=""2900000""","=""""","=""""","=""""","=""""",,"=""0.0000000""","=""9.13008932""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<0>).5d""","=""2[2]""","=""3/2""",4,4,,"=""""","=""L368,L13998""",
"=""136.0965""","=""0.0010""","=""136.095773""","=""0.000012""","=""4900000""","=""""","=""""","=""""","=""""",,"=""0.0000000""","=""9.11006974""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(1D<2>).5d""","=""2[0]""","=""1/2""",4,2,,"=""""","=""L368,L13998""",
"=""136.11111""","=""0.00015""","=""136.110955""","=""0.000012""","=""3200000""","=""""","=""""","=""""","=""""",,"=""0.9426489""","=""10.0517025""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(1D<2>).5d""","=""2[1]""","=""3/2""",2,4,,"=""""","=""L368,L13998""",
"=""136.65059""","=""0.00015""","=""136.650596""","=""0.000013""","=""850000""","=""""","=""""","=""""","=""""",,"=""0.9426489""","=""10.0157303""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(3P<2>).8d""","=""2[2]""","=""3/2""",2,4,,"=""""","=""L368,L13998""",
"=""136.77137""","=""0.00015""","=""136.771486""","=""0.000013""","=""2400000""","=""""","=""""","=""""","=""""",,"=""0.0000000""","=""9.0650619""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<1>).5d""","=""2[1]""","=""1/2""",4,2,,"=""""","=""L368,L13998""",
"=""136.82168""","=""0.00015""","=""136.821728""","=""0.000013""","=""2700000""","=""""","=""""","=""""","=""""",,"=""0.9426489""","=""10.0043821""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(3P<2>).8d""","=""2[1]""","=""3/2""",2,4,,"=""""","=""L368,L13998""",
"=""138.22837""","=""0.00015""","=""138.228464""","=""0.000013""","=""1300000""","=""""","=""""","=""""","=""""",,"=""0.9426489""","=""9.9121618""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(3P<2>).9s""","=""2[2]""","=""3/2""",2,4,,"=""""","=""L368,L13998""",
"=""138.32248""","=""0.00015""","=""138.322685""","=""0.000012""","=""3900000""","=""""","=""""","=""""","=""""",,"=""0.0000000""","=""8.96340311""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<2>).7s""","=""2[2]""","=""3/2""",4,4,,"=""""","=""L368,L13998""",
"=""139.07502""","=""0.00015""","=""139.075142""","=""0.000013""","=""2900000""","=""""","=""""","=""""","=""""",,"=""0.0000000""","=""8.91490722""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<2>).7s""","=""2[2]""","=""5/2""",4,6,,"=""""","=""L368,L13998""",
"=""139.28979""","=""0.00015""","=""139.289790""","=""0.000013""","=""2100000""","=""""","=""""","=""""","=""""",,"=""0.9426489""","=""9.84381806""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(3P<2>).7d""","=""2[2]""","=""3/2""",2,4,,"=""""","=""L368,L13998""",
"=""139.50482""","=""0.00015""","=""139.504784""","=""0.000013""","=""31000""","=""""","=""""","=""""","=""""",,"=""0.9426489""","=""9.83010032""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(3P<1>).7s""","=""2[1]""","=""1/2""",2,2,,"=""""","=""L368,L13998""",
"=""140.00143""","=""0.00015""","=""140.001403""","=""0.000013""","=""2100000""","=""""","=""""","=""""","=""""",,"=""0.9426489""","=""9.79857433""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(3P<2>).7d""","=""2[1]""","=""3/2""",2,4,,"=""""","=""L368,L13998""",
"=""140.27586""","=""0.00015""","=""140.275960""","=""0.000013""","=""16000*""","=""""","=""""","=""""","=""""",,"=""0.9426489""","=""9.78124093""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(3P<1>).7s""","=""2[1]""","=""3/2""",2,4,,"=""""","=""L368,L13998""",
"=""140.27931""","=""0.00015""","=""140.279257""","=""0.000013""","=""16000*""","=""""","=""""","=""""","=""""",,"=""0.9426489""","=""9.7810332""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(3P<2>).7d""","=""2[1]""","=""1/2""",2,2,,"=""""","=""L368,L13998""",
"=""141.21799""","=""0.00015""","=""141.217942""","=""0.000013""","=""210000""","=""""","=""""","=""""","=""""",,"=""0.9426489""","=""9.72228390""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(3P<0>).7s""","=""2[0]""","=""1/2""",2,2,,"=""""","=""L368,L13998""",
"=""142.1367""","=""0.0003""","=""142.136969""","=""0.000013""","=""1900000""","=""9.6e+07""","=""2.90e-02""","=""5.4e-01""","=""-0.94""",C,"=""0.0000000""","=""8.72286774""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<2>).5d""","=""2[2]""","=""3/2""",4,4,,"=""T6779""","=""L368c164,L13998""",
"=""142.5493""","=""0.0003""","=""142.549557""","=""0.000013""","=""7500000""","=""1.16e+08""","=""5.3e-02""","=""9.9e-01""","=""-0.67""",D+,"=""0.0000000""","=""8.69762075""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<2>).5d""","=""2[2]""","=""5/2""",4,6,,"=""T6779""","=""L368c164,L13998""",
"=""142.9542""","=""0.0003""","=""142.953784""","=""0.000013""","=""820000""","=""""","=""""","=""""","=""""",,"=""0.9426489""","=""9.61567562""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(3P<2>).8s""","=""2[2]""","=""3/2""",2,4,,"=""""","=""L368c164,L13998""",
"=""144.6264""","=""0.0003""","=""144.626110""","=""0.000014""","=""5100000""","=""""","=""""","=""""","=""""",,"=""0.9426489""","=""9.51538855""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(3P<2>).6d""","=""2[2]""","=""3/2""",2,4,,"=""""","=""L368c164,L13998""",
"=""145.3182""","=""0.0003""","=""145.317900""","=""0.000014""","=""5100000""","=""""","=""""","=""""","=""""",,"=""0.9426489""","=""9.47457775""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(3P<2>).6d""","=""2[1]""","=""1/2""",2,2,,"=""""","=""L368c164,L13998""",
"=""145.7392""","=""0.0003""","=""145.739504""","=""0.000014""","=""4600000""","=""5.5e+07""","=""8.8e-03""","=""1.69e-01""","=""-1.45""",D+,"=""0.0000000""","=""8.50724715""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(3P<2>).5d""","=""2[0]""","=""1/2""",4,2,,"=""T6779""","=""L368c164,L13998""",
"=""145.7984""","=""0.0003""","=""145.798753""","=""0.000014""","=""9300000""","=""2.08e+08""","=""1.0e-01""","=""1.91e+00""","=""-0.40""",C+,"=""0.0000000""","=""8.50379003""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(1D<2>).6s""","=""2[2]""","=""5/2""",4,6,,"=""T8844""","=""L368c164,L13998""",
"=""145.8797""","=""0.0003""","=""145.879809""","=""0.000014""","=""2300000""","=""1.86e+08""","=""5.9e-02""","=""1.14e+00""","=""-0.62""",C,"=""0.0000000""","=""8.49906503""","=""5s2.5p5""","=""2P*""","=""3/2""","=""5s2.5p4.(1D<2>).6s""","=""2[2]""","=""3/2""",4,4,,"=""T10324""","=""L368c164,L13998""",
"=""145.9148""","=""0.0003""","=""145.914526""","=""0.000014""","=""4000000""","=""7.4e+07""","=""4.70e-02""","=""4.52e-01""","=""-1.03""",C,"=""0.9426489""","=""9.43969178""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(3P<2>).6d""","=""2[1]""","=""3/2""",2,4,,"=""T6779""","=""L368c164,L13998""",
"=""146.5831""","=""0.0003""","=""146.582925""","=""0.000014""","=""2500000""","=""""","=""""","=""""","=""""",,"=""0.9426489""","=""9.4009464""","=""5s2.5p5""","=""2P*""","=""1/2""","=""5s2.5p4.(3P<1>).5d""","=""2[2]""","=""3/2""",2,4,,"=""""","=""L368c164,L13998""",
