obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,column_24
"=""972.8149""","=""0.0005""","=""972.81445""","=""0.00019""","=""8000""","=""""","=""""","=""""","=""""",,"=""8.16520209""","=""9.43969178""","=""5s2.5p4.(3P<2>).6p""","=""2[1]*""","=""1/2""","=""5s2.5p4.(3P<2>).6d""","=""2[1]""","=""3/2""",2,4,,"=""""","=""L20632,L3674""",
"=""973.4388""","=""0.0007""","=""973.44050""","=""0.00016""","=""220000""","=""2.82e+07""","=""4.00e-01""","=""7.70e+01""","=""0.38""",B,"=""6.77366366""","=""8.04733368""","=""5s2.5p4.(3P<2>).6s""","=""2[2]""","=""5/2""","=""5s2.5p4.(3P<2>).6p""","=""2[2]*""","=""5/2""",6,6,,"=""T10324""","=""L20632,L3674""",
"=""973.6193""","=""0.0005""","=""973.61972""","=""0.00018""","=""37000""","=""5.4e+06""","=""7.7e-02""","=""1.48e+01""","=""-0.3""",E,"=""8.04733368""","=""9.32076926""","=""5s2.5p4.(3P<2>).6p""","=""2[2]*""","=""5/2""","=""5s2.5p4.(3P<1>).5d""","=""2[3]""","=""5/2""",6,6,,"=""u46""","=""L20632,L3674""",
"=""974.990""","=""0.006""","=""974.99557""","=""0.00024""","=""1100c""","=""""","=""""","=""""","=""""",,"=""8.50379003""","=""9.7754286""","=""5s2.5p4.(1D<2>).6s""","=""2[2]""","=""5/2""","=""5s2.5p4.(3P<2>).8p""","=""2[3]*""","=""7/2""",6,8,,"=""""","=""L13998""",
"=""975.1893""","=""0.0005""","=""975.18926""","=""0.00017""","=""7200c""","=""""","=""""","=""""","=""""",,"=""8.13885728""","=""9.41024329""","=""5s2.5p4.(3P<2>).6p""","=""2[3]*""","=""5/2""","=""5s2.5p4.(3P<1>).5d""","=""2[2]""","=""5/2""",6,6,,"=""""","=""L20632,L13998""",
"=""977.4849""","=""0.0006""","=""977.48527""","=""0.00023""","=""2400c""","=""""","=""""","=""""","=""""",,"=""8.49906503""","=""9.7674647""","=""5s2.5p4.(1D<2>).6s""","=""2[2]""","=""3/2""","=""5s2.5p4.(3P<2>).8p""","=""2[1]*""","=""1/2""",4,2,,"=""""","=""L20632,L13998""",
"=""977.6213""","=""0.0006""","=""977.62133""","=""0.00019""","=""1000""","=""""","=""""","=""""","=""""",,"=""8.14202016""","=""9.41024329""","=""5s2.5p4.(3P<2>).6p""","=""2[3]*""","=""7/2""","=""5s2.5p4.(3P<1>).5d""","=""2[2]""","=""5/2""",8,6,,"=""""","=""L20632,L13998""",
"=""977.7494""","=""0.0005""","=""977.74929""","=""0.00023""","=""1400c""","=""""","=""""","=""""","=""""",,"=""8.50379003""","=""9.7718472""","=""5s2.5p4.(1D<2>).6s""","=""2[2]""","=""5/2""","=""5s2.5p4.(3P<2>).8p""","=""2[2]*""","=""3/2""",6,4,,"=""""","=""L20632,L13998""",
"=""978.9892""","=""0.0024""","=""978.9890""","=""0.0018""","=""1500""","=""8.4e+06""","=""1.21e-01""","=""7.8e+00""","=""-0.6""",E,"=""8.90377612""","=""10.1702275""","=""5s2.5p4.(3P<0>).6p""","=""2[1]*""","=""1/2""","=""5s2.5p4.(3P<1>).6d""","=""2[1]""","=""1/2""",2,2,,"=""u46""","=""L13998""",
"=""980.3522""","=""0.0005""","=""980.35213""","=""0.00021""","=""40000""","=""2.71e+07""","=""3.9e-01""","=""2.52e+01""","=""-0.11""",D+,"=""7.8341396""","=""9.09883006""","=""5s2.5p4.(3P<1>).6s""","=""2[1]""","=""1/2""","=""5s2.5p4.(3P<1>).6p""","=""2[1]*""","=""1/2""",2,2,,"=""u46""","=""L20632,L3674""",
"=""981.0947""","=""0.0024""","=""981.0934""","=""0.0023""","=""650""","=""""","=""""","=""""","=""""",,"=""8.86503338""","=""10.128768""","=""5s2.5p4.(3P<1>).6p""","=""2[0]*""","=""1/2""","=""5s2.5p4.(3P<2>).9d""","=""2[2]""","=""3/2""",2,4,,"=""""","=""L13998""",
"=""981.6194""","=""0.0005""","=""981.61975""","=""0.00018""","=""23000""","=""2.7e+06""","=""5.9e-02""","=""7.6e+00""","=""-0.6""",E,"=""8.05771197""","=""9.32076926""","=""5s2.5p4.(3P<2>).6p""","=""2[2]*""","=""3/2""","=""5s2.5p4.(3P<1>).5d""","=""2[3]""","=""5/2""",4,6,,"=""u46""","=""L20632,L3674""",
"=""982.0280""","=""0.0024""","=""982.0257""","=""0.0015""","=""710""","=""""","=""""","=""""","=""""",,"=""8.92396002""","=""10.1864951""","=""5s2.5p4.(3P<0>).6p""","=""2[1]*""","=""3/2""","=""5s2.5p4.(3P<1>).6d""","=""2[1]""","=""3/2""",4,4,,"=""""","=""L13998""",
"=""982.0791""","=""0.0024""","=""982.0779""","=""0.0003""","=""610""","=""""","=""""","=""""","=""""",,"=""8.49906503""","=""9.7615331""","=""5s2.5p4.(1D<2>).6s""","=""2[2]""","=""3/2""","=""5s2.5p4.(3P<2>).8p""","=""2[2]*""","=""5/2""",4,6,,"=""""","=""L13998""",
"=""983.0224""","=""0.0024""","=""983.0232""","=""0.0003""","=""300""","=""""","=""""","=""""","=""""",,"=""8.50027907""","=""9.7615331""","=""5s2.5p4.(3P<2>).5d""","=""2[4]""","=""7/2""","=""5s2.5p4.(3P<2>).8p""","=""2[2]*""","=""5/2""",8,6,,"=""""","=""L13998""",
"=""983.5017""","=""0.0005""","=""983.5016""","=""0.0005""","=""2700""","=""9.8e+06""","=""2.13e-01""","=""2.76e+01""","=""-0.07""",D+,"=""8.92396002""","=""10.1846005""","=""5s2.5p4.(3P<0>).6p""","=""2[1]*""","=""3/2""","=""5s2.5p4.(1D<2>).5d""","=""2[3]""","=""5/2""",4,6,,"=""u46""","=""L20632,L13998""",
"=""983.8214""","=""0.0024""","=""983.8238""","=""0.0022""","=""3000""","=""""","=""""","=""""","=""""",,"=""8.86503338""","=""10.125261""","=""5s2.5p4.(3P<1>).6p""","=""2[0]*""","=""1/2""","=""5s2.5p4.(3P<2>).9d""","=""2[0]""","=""1/2""",2,2,,"=""""","=""L13998""",
"=""984.5447""","=""0.0005""","=""984.54457""","=""0.00016""","=""13000""","=""3.7e+06""","=""5.4e-02""","=""6.9e+00""","=""-0.7""",E,"=""7.66465493""","=""8.92396002""","=""5s2.5p4.(3P<1>).6s""","=""2[1]""","=""3/2""","=""5s2.5p4.(3P<0>).6p""","=""2[1]*""","=""3/2""",4,4,,"=""u46""","=""L20632,L3674""",
"=""985.7742""","=""0.0024""","=""985.7673""","=""0.0003""","=""280""","=""""","=""""","=""""","=""""",,"=""8.50379003""","=""9.7615331""","=""5s2.5p4.(1D<2>).6s""","=""2[2]""","=""5/2""","=""5s2.5p4.(3P<2>).8p""","=""2[2]*""","=""5/2""",6,6,,"=""""","=""L13998""",
"=""989.2701""","=""0.0005""","=""989.27003""","=""0.00021""","=""4100""","=""""","=""""","=""""","=""""",,"=""8.34390893""","=""9.59719868""","=""5s2.5p4.(3P<2>).5d""","=""2[1]""","=""1/2""","=""5s2.5p4.(3P<2>).4f""","=""2[1]*""","=""3/2""",2,4,,"=""""","=""L20632,L3674""",
"=""989.5073""","=""0.0005""","=""989.50680""","=""0.00022""","=""4500""","=""4.7e+06""","=""6.9e-02""","=""4.5e+00""","=""-0.9""",E,"=""8.34390893""","=""9.5968988""","=""5s2.5p4.(3P<2>).5d""","=""2[1]""","=""1/2""","=""5s2.5p4.(3P<2>).4f""","=""2[1]*""","=""1/2""",2,2,,"=""u46""","=""L20632,L3674""",
"=""993.5973""","=""0.0024""","=""993.5977""","=""0.0024""","=""4300""","=""""","=""""","=""""","=""""",,"=""8.92396002""","=""10.171791""","=""5s2.5p4.(3P<0>).6p""","=""2[1]*""","=""3/2""","=""5s2.5p4.(1D<2>).5d""","=""2[2]""","=""5/2""",4,6,,"=""""","=""L13998""",
"=""994.2022""","=""0.0005""","=""994.20210""","=""0.00023""","=""11000""","=""5.5e+06""","=""1.62e-01""","=""1.06e+01""","=""-0.5""",E,"=""8.34390893""","=""9.5909813""","=""5s2.5p4.(3P<2>).5d""","=""2[1]""","=""1/2""","=""5s2.5p4.(3P<2>).4f""","=""2[2]*""","=""3/2""",2,4,,"=""u46""","=""L20632,L3674""",
"=""995.73536""","=""0.00022""","=""995.73532""","=""0.00017""","=""42000""","=""1.78e+07""","=""3.97e-01""","=""5.2e+01""","=""0.20""",D+,"=""8.49906503""","=""9.74421719""","=""5s2.5p4.(1D<2>).6s""","=""2[2]""","=""3/2""","=""5s2.5p4.(1D<2>).6p""","=""2[3]*""","=""5/2""",4,6,,"=""u46""","=""L3674,L20632""",
"=""996.5999""","=""0.0005""","=""996.6000""","=""0.0003""","=""70000""","=""1.67e+07""","=""3.11e-01""","=""8.2e+01""","=""0.40""",C,"=""8.14202016""","=""9.3860920""","=""5s2.5p4.(3P<2>).6p""","=""2[3]*""","=""7/2""","=""5s2.5p4.(3P<2>).6d""","=""2[4]""","=""9/2""",8,10,,"=""u46""","=""L20632,L3674""",
"=""999.5283""","=""0.0005""","=""999.52824""","=""0.00018""","=""11000""","=""3.8e+06""","=""5.7e-02""","=""1.13e+01""","=""-0.5""",E,"=""8.50379003""","=""9.74421719""","=""5s2.5p4.(1D<2>).6s""","=""2[2]""","=""5/2""","=""5s2.5p4.(1D<2>).6p""","=""2[3]*""","=""5/2""",6,6,,"=""u46""","=""L20632,L3674""",
"=""1000.5817""","=""0.0006""","=""1000.58170""","=""0.00018""","=""37000""","=""2.36e+07""","=""1.77e-01""","=""2.33e+01""","=""-0.15""",D+,"=""7.66465493""","=""8.90377612""","=""5s2.5p4.(3P<1>).6s""","=""2[1]""","=""3/2""","=""5s2.5p4.(3P<0>).6p""","=""2[1]*""","=""1/2""",4,2,,"=""u46""","=""L20205,L3674""",
"=""1001.4418""","=""0.0024""","=""1001.4414""","=""0.0024""","=""11000""","=""""","=""""","=""""","=""""",,"=""9.02691765""","=""10.264975""","=""5s2.5p4.(3P<1>).6p""","=""2[2]*""","=""3/2""","=""5s2.5p4.(3P<1>).6d""","=""2[2]""","=""5/2""",4,6,,"=""""","=""L13998""",
"=""1002.5837""","=""0.0024""","=""1002.5823""","=""0.0003""","=""6200""","=""""","=""""","=""""","=""""",,"=""8.69762075""","=""9.9342694""","=""5s2.5p4.(3P<2>).5d""","=""2[2]""","=""5/2""","=""5s2.5p4.(1D<2>).6p""","=""2[2]*""","=""5/2""",6,6,,"=""""","=""L13998""",
"=""1003.309""","=""0.005""","=""1003.308""","=""0.003""","=""990*""","=""""","=""""","=""""","=""""",,"=""8.99245241""","=""10.228207""","=""5s2.5p4.(3P<1>).6p""","=""2[2]*""","=""5/2""","=""5s2.5p4.(3P<1>).6d""","=""2[2]""","=""3/2""",6,4,,"=""""","=""L13998""",
"=""1003.309""","=""0.005""","=""1003.31596""","=""0.00024""","=""990*""","=""""","=""""","=""""","=""""",,"=""8.16520209""","=""9.4009464""","=""5s2.5p4.(3P<2>).6p""","=""2[1]*""","=""1/2""","=""5s2.5p4.(3P<1>).5d""","=""2[2]""","=""3/2""",2,4,,"=""""","=""L13998""",
"=""1003.738""","=""0.017""","=""1003.757""","=""0.004""","=""980i""","=""""","=""""","=""""","=""""",,"=""8.99245241""","=""10.227654""","=""5s2.5p4.(3P<1>).6p""","=""2[2]*""","=""5/2""","=""5s2.5p4.(3P<1>).6d""","=""2[3]""","=""5/2""",6,6,,"=""""","=""L13998c153""",
"=""1006.947""","=""0.012""","=""1006.958""","=""0.004""","=""2700""","=""""","=""""","=""""","=""""",,"=""8.90377612""","=""10.135051""","=""5s2.5p4.(3P<0>).6p""","=""2[1]*""","=""1/2""","=""5s2.5p4.(3P<2>).9d""","=""2[1]""","=""1/2""",2,2,,"=""""","=""L13998""",
"=""1007.688""","=""0.012""","=""1007.703""","=""0.004""","=""2700""","=""""","=""""","=""""","=""""",,"=""8.90377612""","=""10.134141""","=""5s2.5p4.(3P<0>).6p""","=""2[1]*""","=""1/2""","=""5s2.5p4.(3P<2>).9d""","=""2[1]""","=""3/2""",2,4,,"=""""","=""L13998""",
"=""1011.246""","=""0.019""","=""1011.2647""","=""0.0003""","=""1200""","=""""","=""""","=""""","=""""",,"=""8.69762075""","=""9.9236518""","=""5s2.5p4.(3P<2>).5d""","=""2[2]""","=""5/2""","=""5s2.5p4.(1D<2>).6p""","=""2[2]*""","=""3/2""",6,4,,"=""""","=""L13998""",
"=""1012.884""","=""0.008""","=""1012.877""","=""0.003""","=""2200""","=""""","=""""","=""""","=""""",,"=""8.86503338""","=""10.089112""","=""5s2.5p4.(3P<1>).6p""","=""2[0]*""","=""1/2""","=""5s2.5p4.(3P<2>).10s""","=""2[2]""","=""3/2""",2,4,,"=""""","=""L13998""",
"=""1013.3930""","=""0.0007""","=""1013.39295""","=""0.00023""","=""42000""","=""1.23e+07""","=""3.8e-01""","=""2.52e+01""","=""-0.12""",D+,"=""7.8341396""","=""9.05759589""","=""5s2.5p4.(3P<1>).6s""","=""2[1]""","=""1/2""","=""5s2.5p4.(3P<1>).6p""","=""2[1]*""","=""3/2""",2,4,,"=""u46""","=""L20205,L3674""",
"=""1013.5146""","=""0.0006""","=""1013.51386""","=""0.00020""","=""220""","=""""","=""""","=""""","=""""",,"=""8.13885728""","=""9.36216762""","=""5s2.5p4.(3P<2>).6p""","=""2[3]*""","=""5/2""","=""5s2.5p4.(3P<2>).6d""","=""2[3]""","=""7/2""",6,8,,"=""""","=""L20205,L13998""",
"=""1013.6325""","=""0.0007""","=""1013.63246""","=""0.00022""","=""5100""","=""""","=""""","=""""","=""""",,"=""8.49906503""","=""9.7222322""","=""5s2.5p4.(1D<2>).6s""","=""2[2]""","=""3/2""","=""5s2.5p4.(1D<2>).6p""","=""2[1]*""","=""3/2""",4,4,,"=""""","=""L20205,L3674""",
"=""1014.4590""","=""0.0006""","=""1014.45893""","=""0.00025""","=""7700""","=""6.9e+06""","=""1.06e-01""","=""7.1e+00""","=""-0.7""",E,"=""8.16520209""","=""9.3873728""","=""5s2.5p4.(3P<2>).6p""","=""2[1]*""","=""1/2""","=""5s2.5p4.(3P<2>).6d""","=""2[0]""","=""1/2""",2,2,,"=""u46""","=""L20205,L13998""",
"=""1015.047""","=""0.020""","=""1015.0285""","=""0.0024""","=""330""","=""""","=""""","=""""","=""""",,"=""8.90377612""","=""10.125261""","=""5s2.5p4.(3P<0>).6p""","=""2[1]*""","=""1/2""","=""5s2.5p4.(3P<2>).9d""","=""2[0]""","=""1/2""",2,2,,"=""""","=""L13998""",
"=""1016.141""","=""0.010""","=""1016.14353""","=""0.00022""","=""36000*""","=""""","=""""","=""""","=""""",,"=""8.31462383""","=""9.5347684""","=""5s2.5p4.(3P<2>).6p""","=""2[1]*""","=""3/2""","=""5s2.5p4.(3P<2>).6d""","=""2[2]""","=""5/2""",4,6,,"=""""","=""L13998""",
"=""1016.1420""","=""0.0007""","=""1016.14110""","=""0.00022""","=""36000*""","=""6.2e+06""","=""9.5e-02""","=""2.55e+01""","=""-0.12""",D+,"=""8.14202016""","=""9.36216762""","=""5s2.5p4.(3P<2>).6p""","=""2[3]*""","=""7/2""","=""5s2.5p4.(3P<2>).6d""","=""2[3]""","=""7/2""",8,8,,"=""u46""","=""L20205,L13998""",
"=""1016.879""","=""0.008""","=""1016.875""","=""0.004""","=""3300""","=""""","=""""","=""""","=""""",,"=""9.02691765""","=""10.246184""","=""5s2.5p4.(3P<1>).6p""","=""2[2]*""","=""3/2""","=""5s2.5p4.nd""","=""C""","=""5/2, 3/2 or 1/2""",4,6,,"=""""","=""L13998""",
"=""1017.5634""","=""0.0006""","=""1017.56323""","=""0.00023""","=""33000""","=""1.67e+07""","=""1.72e-01""","=""3.46e+01""","=""0.01""",D+,"=""8.50379003""","=""9.7222322""","=""5s2.5p4.(1D<2>).6s""","=""2[2]""","=""5/2""","=""5s2.5p4.(1D<2>).6p""","=""2[1]*""","=""3/2""",6,4,,"=""u46""","=""L20205,L13998""",
"=""1020.4578""","=""0.0007""","=""1020.45861""","=""0.00024""","=""950""","=""""","=""""","=""""","=""""",,"=""8.50724715""","=""9.7222322""","=""5s2.5p4.(3P<2>).5d""","=""2[0]""","=""1/2""","=""5s2.5p4.(1D<2>).6p""","=""2[1]*""","=""3/2""",2,4,,"=""""","=""L20205,L13998""",
"=""1023.4773""","=""0.0006""","=""1023.4772""","=""0.0003""","=""7000""","=""1.7e+06""","=""4.1e-02""","=""5.5e+00""","=""-0.8""",E,"=""8.72286774""","=""9.9342694""","=""5s2.5p4.(3P<2>).5d""","=""2[2]""","=""3/2""","=""5s2.5p4.(1D<2>).6p""","=""2[2]*""","=""5/2""",4,6,,"=""u46""","=""L20205,L13998""",
"=""1024.1615""","=""0.0007""","=""1024.16151""","=""0.00016""","=""43000""","=""2.48e+07""","=""1.95e-01""","=""2.63e+01""","=""-0.11""",B,"=""6.95460984""","=""8.16520209""","=""5s2.5p4.(3P<2>).6s""","=""2[2]""","=""3/2""","=""5s2.5p4.(3P<2>).6p""","=""2[1]*""","=""1/2""",4,2,,"=""T10324""","=""L20205,L13998""",
"=""1024.564""","=""0.008""","=""1024.557""","=""0.005""","=""3300""","=""4.0e+06""","=""8.5e-02""","=""1.71e+01""","=""-0.29""",D,"=""8.99245241""","=""10.202578""","=""5s2.5p4.(3P<1>).6p""","=""2[2]*""","=""5/2""","=""5s2.5p4.(3P<2>).10d""","=""2[3]""","=""7/2""",6,8,,"=""u46""","=""L13998""",
"=""1026.885""","=""0.008""","=""1026.887""","=""0.003""","=""1800""","=""2.1e+06""","=""5.0e-02""","=""6.7e+00""","=""-0.7""",E,"=""9.05759589""","=""10.264975""","=""5s2.5p4.(3P<1>).6p""","=""2[1]*""","=""3/2""","=""5s2.5p4.(3P<1>).6d""","=""2[2]""","=""5/2""",4,6,,"=""u46""","=""L13998""",
"=""1027.716""","=""0.010""","=""1027.7317""","=""0.0006""","=""710w""","=""""","=""""","=""""","=""""",,"=""8.69762075""","=""9.9040075""","=""5s2.5p4.(3P<2>).5d""","=""2[2]""","=""5/2""","=""5s2.5p4.(3P<2>).5f""","=""2[1]*""","=""3/2""",6,4,,"=""""","=""L13998""",
"=""1028.889""","=""0.008""","=""1028.885""","=""0.004""","=""2200""","=""""","=""""","=""""","=""""",,"=""8.92396002""","=""10.128995""","=""5s2.5p4.(3P<0>).6p""","=""2[1]*""","=""3/2""","=""5s2.5p4.(3P<2>).9d""","=""2[3]""","=""5/2""",4,6,,"=""""","=""L13998""",
"=""1031.3019""","=""0.0008""","=""1031.3014""","=""0.0003""","=""8400""","=""5.3e+06""","=""1.12e-01""","=""2.28e+01""","=""-0.17""",D+,"=""8.69762075""","=""9.8998319""","=""5s2.5p4.(3P<2>).5d""","=""2[2]""","=""5/2""","=""5s2.5p4.(3P<2>).5f""","=""2[3]*""","=""7/2""",6,8,,"=""u46""","=""L20205,L13998""",
"=""1031.655""","=""0.008""","=""1031.64354""","=""0.00023""","=""670""","=""""","=""""","=""""","=""""",,"=""8.69762075""","=""9.8994331""","=""5s2.5p4.(3P<2>).5d""","=""2[2]""","=""5/2""","=""5s2.5p4.(3P<2>).5f""","=""2[3]*""","=""5/2""",6,6,,"=""""","=""L13998""",
"=""1032.103""","=""0.010""","=""1032.093""","=""0.003""","=""5800*""","=""""","=""""","=""""","=""""",,"=""9.02691765""","=""10.228207""","=""5s2.5p4.(3P<1>).6p""","=""2[2]*""","=""3/2""","=""5s2.5p4.(3P<1>).6d""","=""2[2]""","=""3/2""",4,4,,"=""""","=""L13998""",
"=""1032.1029""","=""0.0006""","=""1032.10299""","=""0.00025""","=""5800*""","=""1.8e+06""","=""2.9e-02""","=""5.9e+00""","=""-0.8""",E,"=""8.69762075""","=""9.8988981""","=""5s2.5p4.(3P<2>).5d""","=""2[2]""","=""5/2""","=""5s2.5p4.(3P<2>).5f""","=""2[2]*""","=""5/2""",6,6,,"=""u46""","=""L20205,L13998""",
"=""1032.536""","=""0.006""","=""1032.5270""","=""0.0003""","=""17000*""","=""4.2e+06""","=""6.7e-02""","=""9.1e+00""","=""-0.6""",E,"=""8.72286774""","=""9.9236518""","=""5s2.5p4.(3P<2>).5d""","=""2[2]""","=""3/2""","=""5s2.5p4.(1D<2>).6p""","=""2[2]*""","=""3/2""",4,4,,"=""u46""","=""L20205,L13998""",
"=""1032.536""","=""0.006""","=""1032.54365""","=""0.00022""","=""17000*""","=""""","=""""","=""""","=""""",,"=""8.31462383""","=""9.51538855""","=""5s2.5p4.(3P<2>).6p""","=""2[1]*""","=""3/2""","=""5s2.5p4.(3P<2>).6d""","=""2[2]""","=""3/2""",4,4,,"=""""","=""L20205,L13998""",
"=""1032.539""","=""0.010""","=""1032.568""","=""0.004""","=""17000i*""","=""""","=""""","=""""","=""""",,"=""9.02691765""","=""10.227654""","=""5s2.5p4.(3P<1>).6p""","=""2[2]*""","=""3/2""","=""5s2.5p4.(3P<1>).6d""","=""2[3]""","=""5/2""",4,6,,"=""""","=""L13998c153""",
"=""1032.873""","=""0.010""","=""1032.8710""","=""0.0003""","=""6600*""","=""2.4e+06""","=""5.1e-02""","=""1.05e+01""","=""-0.5""",E,"=""8.69762075""","=""9.8980050""","=""5s2.5p4.(3P<2>).5d""","=""2[2]""","=""5/2""","=""5s2.5p4.(3P<2>).5f""","=""2[4]*""","=""7/2""",6,8,,"=""u46""","=""L13998""",
"=""1032.8755""","=""0.0007""","=""1032.87591""","=""0.00019""","=""6600*""","=""6.2e+06""","=""4.9e-02""","=""6.7e+00""","=""-0.7""",E,"=""7.66465493""","=""8.86503338""","=""5s2.5p4.(3P<1>).6s""","=""2[1]""","=""3/2""","=""5s2.5p4.(3P<1>).6p""","=""2[0]*""","=""1/2""",4,2,,"=""u46""","=""L20205,L13998""",
"=""1032.9373""","=""0.0007""","=""1032.93756""","=""0.00021""","=""3400""","=""""","=""""","=""""","=""""",,"=""8.04733368""","=""9.24764049""","=""5s2.5p4.(3P<2>).6p""","=""2[2]*""","=""5/2""","=""5s2.5p4.(3P<1>).5d""","=""2[1]""","=""3/2""",6,4,,"=""""","=""L20205,L13998""",
"=""1034.603""","=""0.008""","=""1034.607""","=""0.004""","=""750""","=""""","=""""","=""""","=""""",,"=""8.92396002""","=""10.122330""","=""5s2.5p4.(3P<0>).6p""","=""2[1]*""","=""3/2""","=""5s2.5p4.(3P<2>).9d""","=""2[2]""","=""5/2""",4,6,,"=""""","=""L13998""",
"=""1037.7318""","=""0.0017""","=""1037.7338""","=""0.0004""","=""""","=""""","=""""","=""""","=""""",,"=""8.3969852""","=""9.5917444""","=""5s2.5p4.(3P<2>).5d""","=""2[4]""","=""9/2""","=""5s2.5p4.(3P<2>).4f""","=""2[5]*""","=""9/2""",10,10,,"=""""","=""L20205""",
"=""1037.8061""","=""0.0006""","=""1037.8063""","=""0.0005""","=""28000""","=""1.29e+07""","=""2.49e-01""","=""8.5e+01""","=""0.40""",C+,"=""8.3969852""","=""9.5916610""","=""5s2.5p4.(3P<2>).5d""","=""2[4]""","=""9/2""","=""5s2.5p4.(3P<2>).4f""","=""2[5]*""","=""11/2""",10,12,,"=""u46""","=""L20205,L13998""",
"=""1039.4576""","=""0.0006""","=""1039.45741""","=""0.00024""","=""18000""","=""1.50e+07""","=""4.9e-01""","=""3.33e+01""","=""-0.01""",D+,"=""7.8341396""","=""9.02691765""","=""5s2.5p4.(3P<1>).6s""","=""2[1]""","=""1/2""","=""5s2.5p4.(3P<1>).6p""","=""2[2]*""","=""3/2""",2,4,,"=""u46""","=""L20205,L13998""",
"=""1041.5618""","=""0.0009""","=""1041.56204""","=""0.00017""","=""530""","=""""","=""""","=""""","=""""",,"=""8.18547461""","=""9.37584247""","=""5s2.5p4.(3P<2>).5d""","=""2[3]""","=""5/2""","=""5s2.5p4.(3P<2>).7p""","=""2[1]*""","=""3/2""",6,4,,"=""""","=""L20205,L13998""",
"=""1041.9463""","=""0.0006""","=""1041.94660""","=""0.00021""","=""8200""","=""1.7e+06""","=""2.7e-02""","=""3.7e+00""","=""-1.0""",E,"=""8.05771197""","=""9.24764049""","=""5s2.5p4.(3P<2>).6p""","=""2[2]*""","=""3/2""","=""5s2.5p4.(3P<1>).5d""","=""2[1]""","=""3/2""",4,4,,"=""u46""","=""L20205,L13998""",
"=""1043.124""","=""0.008""","=""1043.121""","=""0.004""","=""1800""","=""""","=""""","=""""","=""""",,"=""9.05759589""","=""10.246184""","=""5s2.5p4.(3P<1>).6p""","=""2[1]*""","=""3/2""","=""5s2.5p4.nd""","=""C""","=""5/2, 3/2 or 1/2""",4,6,,"=""""","=""L13998""",
"=""1043.7474""","=""0.0008""","=""1043.7469""","=""0.0003""","=""""","=""""","=""""","=""""","=""""",,"=""8.3969852""","=""9.5848613""","=""5s2.5p4.(3P<2>).5d""","=""2[4]""","=""9/2""","=""5s2.5p4.(3P<2>).4f""","=""2[4]*""","=""7/2""",10,8,,"=""""","=""L20205""",
"=""1043.8253""","=""0.0006""","=""1043.8259""","=""0.0003""","=""2200d?""","=""2.1e+06""","=""3.4e-02""","=""1.18e+01""","=""-0.5""",E,"=""8.3969852""","=""9.5847714""","=""5s2.5p4.(3P<2>).5d""","=""2[4]""","=""9/2""","=""5s2.5p4.(3P<2>).4f""","=""2[4]*""","=""9/2""",10,10,,"=""u46""","=""L20205,L13998""",
"=""1044.8087""","=""0.0006""","=""1044.8085""","=""0.0003""","=""980""","=""2.0e+06""","=""6.6e-02""","=""4.5e+00""","=""-0.9""",E,"=""8.86503338""","=""10.0517025""","=""5s2.5p4.(3P<1>).6p""","=""2[0]*""","=""1/2""","=""5s2.5p4.(1D<2>).5d""","=""2[1]""","=""3/2""",2,4,,"=""u46""","=""L20205,L13998""",
"=""1046.9465""","=""0.0009""","=""1046.94504""","=""0.00016""","=""98000""","=""2.30e+07""","=""5.68e-01""","=""7.83e+01""","=""0.36""",B,"=""6.95460984""","=""8.13885728""","=""5s2.5p4.(3P<2>).6s""","=""2[2]""","=""3/2""","=""5s2.5p4.(3P<2>).6p""","=""2[3]*""","=""5/2""",4,6,,"=""T10324""","=""L20205,L13998""",
"=""1049.0136""","=""0.0007""","=""1049.01381""","=""0.00022""","=""450""","=""""","=""""","=""""","=""""",,"=""8.13885728""","=""9.32076926""","=""5s2.5p4.(3P<2>).6p""","=""2[3]*""","=""5/2""","=""5s2.5p4.(3P<1>).5d""","=""2[3]""","=""5/2""",6,6,,"=""""","=""L20205,L13998""",
"=""1049.696""","=""0.008""","=""1049.6996""","=""0.0007""","=""4200w+g?""","=""2.0e+06""","=""3.3e-02""","=""4.6e+00""","=""-0.9""",E,"=""8.72286774""","=""9.9040075""","=""5s2.5p4.(3P<2>).5d""","=""2[2]""","=""3/2""","=""5s2.5p4.(3P<2>).5f""","=""2[1]*""","=""3/2""",4,4,,"=""u46""","=""L13998""",
"=""1051.8284""","=""0.0009""","=""1051.82857""","=""0.00023""","=""4400""","=""""","=""""","=""""","=""""",,"=""8.14202016""","=""9.32076926""","=""5s2.5p4.(3P<2>).6p""","=""2[3]*""","=""7/2""","=""5s2.5p4.(3P<1>).5d""","=""2[3]""","=""5/2""",8,6,,"=""""","=""L20205,L13998""",
"=""1053.784""","=""0.008""","=""1053.78077""","=""0.00024""","=""1400""","=""1.11e+06""","=""2.8e-02""","=""3.8e+00""","=""-1.0""",E,"=""8.72286774""","=""9.8994331""","=""5s2.5p4.(3P<2>).5d""","=""2[2]""","=""3/2""","=""5s2.5p4.(3P<2>).5f""","=""2[3]*""","=""5/2""",4,6,,"=""u46""","=""L13998""",
