obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,column_24
"=""215.0507""","=""0.0010""","=""""","=""""","=""2900""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""215.0847""","=""0.0010""","=""""","=""""","=""1900""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""215.0947""","=""0.0010""","=""""","=""""","=""2900""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""215.2347""","=""0.0010""","=""215.23545""","=""0.00007""","=""4800i""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""5.7603985""","=""5d2.6s2""","=""a 3F""","=""2""","=""""","=""4646*""","=""1""",5,3,,"=""""","=""L16323c153""",
"=""215.4217""","=""0.0010""","=""""","=""""","=""1900""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""215.4887""","=""0.0010""","=""""","=""""","=""2900""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""215.8778""","=""0.0010""","=""""","=""""","=""3800""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""216.0249""","=""0.0010""","=""216.02534""","=""0.00009""","=""1900""","=""""","=""""","=""""","=""""",,"=""0.29219054""","=""6.031526""","=""5d2.6s2""","=""a 3F""","=""3""","=""5d3.(b 4P).6p""","=""y 5P*""","=""3""",7,7,,"=""""","=""L16323""",
"=""216.2249""","=""0.0010""","=""""","=""""","=""3800""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""216.3629""","=""0.0010""","=""216.36492""","=""0.00008""","=""2800""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""5.7303281""","=""5d2.6s2""","=""a 3F""","=""2""","=""""","=""4622*""","=""3""",5,7,,"=""""","=""L16323""",
"=""216.4739""","=""0.0010""","=""""","=""""","=""3800""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""216.5880""","=""0.0010""","=""216.59003""","=""0.00010""","=""3700""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""5.724372""","=""5d2.6s2""","=""a 3F""","=""2""","=""5d3.(b 4F).6p""","=""x 5D*""","=""2""",5,5,,"=""""","=""L16323""",
"=""217.2561""","=""0.0010""","=""""","=""""","=""2800""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""217.3451""","=""0.0010""","=""""","=""""","=""2800""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""217.6442""","=""0.0010""","=""""","=""""","=""1800""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""217.7092""","=""0.0010""","=""""","=""""","=""920""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""218.3413""","=""0.0010""","=""218.34285""","=""0.00006""","=""900""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""5.678418""","=""5d2.6s2""","=""a 3F""","=""2""","=""5d3.(b 4F).6p""","=""x 5D*""","=""1""",5,3,,"=""""","=""L16323""",
"=""218.4984""","=""0.0010""","=""""","=""""","=""2700""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""218.6974""","=""0.0010""","=""218.69953""","=""0.00004""","=""1800""","=""""","=""""","=""""","=""""",,"=""0.29219054""","=""5.9613475""","=""5d2.6s2""","=""a 3F""","=""3""","=""""","=""4808*""","=""3""",7,7,,"=""""","=""L16323""",
"=""218.8114""","=""0.0010""","=""""","=""""","=""1800""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""218.8594""","=""0.0010""","=""218.86031""","=""0.00007""","=""2700""","=""""","=""""","=""""","=""""",,"=""0.29219054""","=""5.9571828""","=""5d2.6s2""","=""a 3F""","=""3""","=""5d3.(b 4F).6p""","=""x 5D*""","=""4""",7,9,,"=""""","=""L16323""",
"=""218.9112""","=""0.0003""","=""""","=""""","=""2700""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""218.9405""","=""0.0010""","=""""","=""""","=""890""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""219.3881""","=""0.0005""","=""219.38844""","=""0.00010""","=""3500""","=""""","=""""","=""""","=""""",,"=""0.29219054""","=""5.943546""","=""5d2.6s2""","=""a 3F""","=""3""","=""""","=""4794*""","=""2""",7,5,,"=""""","=""L16323""",
"=""219.4526""","=""0.0010""","=""""","=""""","=""1800""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""219.4806""","=""0.0010""","=""""","=""""","=""880""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""219.5654""","=""0.0003""","=""""","=""""","=""8800""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""219.6206""","=""0.0010""","=""""","=""""","=""2600""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""219.6716""","=""0.0010""","=""219.67222""","=""0.00008""","=""3500""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""5.6440544""","=""5d2.6s2""","=""a 3F""","=""2""","=""""","=""4552*""","=""3""",5,7,,"=""""","=""L16323""",
"=""220.0527""","=""0.0010""","=""""","=""""","=""1700""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""220.2867""","=""0.0010""","=""""","=""""","=""1700""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""220.4088""","=""0.0010""","=""""","=""""","=""870""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""220.4858""","=""0.0010""","=""""","=""""","=""3500""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""220.5318""","=""0.0010""","=""""","=""""","=""1700""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""220.6778""","=""0.0010""","=""""","=""""","=""5200""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""221.0739""","=""0.0010""","=""221.07524""","=""0.00008""","=""1700""","=""""","=""""","=""""","=""""",,"=""0.29219054""","=""5.9004259""","=""5d2.6s2""","=""a 3F""","=""3""","=""""","=""4759*""","=""3""",7,7,,"=""""","=""L16323""",
"=""221.2009""","=""0.0010""","=""""","=""""","=""1700""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""221.5365""","=""0.0003""","=""""","=""""","=""1700""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""221.9141""","=""0.0010""","=""""","=""""","=""840""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""222.0141""","=""0.0010""","=""""","=""""","=""840""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""222.0291""","=""0.0010""","=""""","=""""","=""840""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""222.1171""","=""0.0010""","=""""","=""""","=""1700""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""222.2281""","=""0.0010""","=""""","=""""","=""840""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""222.4632""","=""0.0010""","=""""","=""""","=""830""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""223.1043""","=""0.0010""","=""223.10551""","=""0.00007""","=""3300""","=""""","=""""","=""""","=""""",,"=""0.56631535""","=""6.1235155""","=""5d2.6s2""","=""a 3F""","=""4""","=""5d3.(b 4F).6p""","=""w 3G*""","=""5""",9,11,,"=""""","=""L16323""",
"=""223.5824""","=""0.0010""","=""223.58339""","=""0.00008""","=""1600""","=""""","=""""","=""""","=""""",,"=""0.69909917""","=""6.244422""","=""5d2.6s2""","=""a 1D""","=""2""","=""5d3.(b 4P).6p""","=""w 5D*""","=""2""",5,5,,"=""""","=""L16323""",
"=""223.6104""","=""0.0010""","=""""","=""""","=""810""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""223.6329""","=""0.0012""","=""223.63382""","=""0.00006""","=""3300""","=""""","=""""","=""""","=""""",,"=""0.69909917""","=""6.2431711""","=""5d2.6s2""","=""a 1D""","=""2""","=""5d3.(b 4F).6p""","=""t 3F*""","=""3""",5,7,,"=""""","=""L16323""",
"=""224.0895""","=""0.0010""","=""224.09198""","=""0.00010""","=""810""","=""""","=""""","=""""","=""""",,"=""0.29219054""","=""5.824928""","=""5d2.6s2""","=""a 3F""","=""3""","=""""","=""4698*""","=""2""",7,5,,"=""""","=""L16323""",
"=""224.3856""","=""0.0010""","=""""","=""""","=""4000""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""224.4936""","=""0.0010""","=""""","=""""","=""1600""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""224.6987""","=""0.0010""","=""224.70023""","=""0.00009""","=""800""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""5.5177602""","=""5d2.6s2""","=""a 3F""","=""2""","=""5d3.(b 4F).6p""","=""y 5F*""","=""2""",5,5,,"=""""","=""L16323""",
"=""224.9027""","=""0.0010""","=""224.90355""","=""0.00007""","=""790i""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""5.5127719""","=""5d2.6s2""","=""a 3F""","=""2""","=""5d3.(b 4P).6p""","=""t 3D*""","=""3""",5,7,,"=""""","=""L16323c153""",
"=""224.9647""","=""0.0010""","=""""","=""""","=""2400""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""225.9019""","=""0.0010""","=""""","=""""","=""1600""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""226.0950""","=""0.0010""","=""""","=""""","=""1500""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""226.2240""","=""0.0010""","=""""","=""""","=""1500""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""226.2715""","=""0.0003""","=""""","=""""","=""3900""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""226.2900""","=""0.0010""","=""""","=""""","=""770""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""226.4070""","=""0.0010""","=""""","=""""","=""1500""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""226.8283""","=""0.0003""","=""""","=""""","=""1500""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""226.8611""","=""0.0010""","=""226.86077""","=""0.00010""","=""1500""","=""""","=""""","=""""","=""""",,"=""0.56631535""","=""6.031526""","=""5d2.6s2""","=""a 3F""","=""4""","=""5d3.(b 4P).6p""","=""y 5P*""","=""3""",9,7,,"=""""","=""L16323""",
"=""226.9387""","=""0.0003""","=""""","=""""","=""3000""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""226.9622""","=""0.0010""","=""""","=""""","=""760""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""227.0185""","=""0.0003""","=""227.01852""","=""0.00006""","=""2300""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""5.4614133""","=""5d2.6s2""","=""a 3F""","=""2""","=""5d3.(b 2G).6p""","=""v 1F*""","=""3""",5,7,,"=""""","=""L16323""",
"=""227.0562""","=""0.0010""","=""""","=""""","=""3000""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""227.2155""","=""0.0003""","=""""","=""""","=""3800""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""227.4623""","=""0.0010""","=""""","=""""","=""2300""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""227.4883""","=""0.0010""","=""""","=""""","=""750""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""227.5248""","=""0.0003""","=""""","=""""","=""1500""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""227.5963""","=""0.0010""","=""""","=""""","=""750""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""227.6186""","=""0.0005""","=""227.61917""","=""0.00006""","=""4500""","=""""","=""""","=""""","=""""",,"=""0.29219054""","=""5.7391921""","=""5d2.6s2""","=""a 3F""","=""3""","=""5d3.(b 4F).6p""","=""y 5F*""","=""4""",7,9,,"=""""","=""L16323""",
"=""227.9899""","=""0.0003""","=""227.99018""","=""0.00009""","=""3000""","=""""","=""""","=""""","=""""",,"=""0.29219054""","=""5.7303281""","=""5d2.6s2""","=""a 3F""","=""3""","=""""","=""4622*""","=""3""",7,7,,"=""""","=""L16323""",
"=""228.0776""","=""0.0005""","=""228.07798""","=""0.00006""","=""3000""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""5.4360442""","=""5d2.6s2""","=""a 3F""","=""2""","=""""","=""4384*""","=""1""",5,3,,"=""""","=""L16323""",
"=""228.2387""","=""0.0003""","=""""","=""""","=""3700""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
