obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,column_23
"=""976.019""","=""976.010""","=""0.009""","=""5""","=""""","=""""","=""""","=""""",,"=""2.973488""","=""4.243806""","=""5d5.(4D).6s""","=""5D""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L153c23""",
"=""976.729""","=""976.722""","=""0.009""","=""6""","=""1.9e+04""","=""2.7e-04""","=""9.6e-02""","=""-2.5""",D,"=""2.422033""","=""3.691424""","=""5d5.(4G).6s""","=""5G""","=""5""","=""5d4.6s.(6D).6p""","=""7D*""","=""5""",11,11,,"=""T4976""","=""L153""",
"=""978.163""","=""""","=""""","=""0""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""978.347""","=""978.346""","=""0.009""","=""4""","=""""","=""""","=""""","=""""",,"=""2.352539""","=""3.619823""","=""5d5.(4G).6s""","=""5G""","=""3""","=""5d4.6s.(6D).6p""","=""5D*""","=""2""",7,5,,"=""""","=""L153""",
"=""981.212""","=""981.200""","=""0.009""","=""12""","=""9.7e+04""","=""1.8e-03""","=""4.1e-01""","=""-1.9""",D,"=""2.966952""","=""4.230549""","=""5d5.(4D).6s""","=""5D""","=""3""","=""""","=""*""","=""4""",7,9,,"=""T4976""","=""L153""",
"=""981.643""","=""981.647""","=""0.009""","=""10""","=""""","=""""","=""""","=""""",,"=""1.708218""","=""2.971240""","=""5d4.6s2""","=""3F2""","=""2""","=""5d4.6s.(6D).6p""","=""7D*""","=""2""",5,5,,"=""""","=""L153""",
"=""983.582""","=""983.566""","=""0.009""","=""0""","=""""","=""""","=""""","=""""",,"=""3.654970""","=""4.915528""","=""5d4.6s2""","=""3F1""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L153""",
"=""983.790""","=""983.806""","=""0.009""","=""10""","=""4.1e+04""","=""5.9e-04""","=""1.3e-01""","=""-2.4""",D,"=""2.352539""","=""3.612790""","=""5d5.(4G).6s""","=""5G""","=""3""","=""5d4.6s.(6D).6p""","=""5F*""","=""3""",7,7,,"=""T4976""","=""L153""",
"=""985.050""","=""985.044""","=""0.009""","=""1*""","=""""","=""""","=""""","=""""",,"=""4.376620""","=""5.635286""","=""""","=""""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L153c23""",
"=""985.050""","=""985.063""","=""0.009""","=""1*""","=""""","=""""","=""""","=""""",,"=""3.496875""","=""4.755518""","=""5d5.(4F).6s""","=""5F""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L153""",
"=""986.216""","=""986.209""","=""0.009""","=""3""","=""""","=""""","=""""","=""""",,"=""2.387137""","=""3.644317""","=""5d4.6s2""","=""3P2""","=""2""","=""5d4.6s.(6D).6p""","=""5P*""","=""2""",5,5,,"=""""","=""L153""",
"=""987.678""","=""987.674""","=""0.009""","=""8""","=""3.0e+04""","=""3.7e-04""","=""1.6e-01""","=""-2.3""",D,"=""2.436108""","=""3.691424""","=""5d5.(4G).6s""","=""5G""","=""6""","=""5d4.6s.(6D).6p""","=""7D*""","=""5""",13,11,,"=""T4976""","=""L153""",
"=""991.125""","=""""","=""""","=""0""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""991.548""","=""991.555""","=""0.009""","=""3""","=""""","=""""","=""""","=""""",,"=""2.458319""","=""3.708721""","=""5d5.(4P).6s""","=""5P""","=""3""","=""5d4.6s.(6D).6p""","=""5D*""","=""3""",7,7,,"=""""","=""L153""",
"=""991.870""","=""991.861""","=""0.009""","=""10""","=""9.7e+04""","=""8.6e-04""","=""1.4e-01""","=""-2.4""",D,"=""2.246202""","=""3.496218""","=""5d5.(4G).6s""","=""5G""","=""2""","=""5d4.6s.(6D).6p""","=""5P*""","=""1""",5,3,,"=""T4976""","=""L153""",
"=""993.082""","=""993.091""","=""0.009""","=""5""","=""""","=""""","=""""","=""""",,"=""4.638758""","=""5.887226""","=""""","=""""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L153,L416""",
"=""994.717""","=""""","=""""","=""6""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""996.648""","=""996.651""","=""0.009""","=""0""","=""""","=""""","=""""","=""""",,"=""3.994512""","=""5.238520""","=""""","=""""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L153c23""",
"=""997.158""","=""997.166""","=""0.009""","=""2""","=""""","=""""","=""""","=""""",,"=""4.638758""","=""5.882124""","=""""","=""""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153,L416""",
"=""998.596""","=""998.604""","=""0.009""","=""2""","=""""","=""""","=""""","=""""",,"=""2.966952""","=""4.208527""","=""5d5.(4D).6s""","=""5D""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""1000.340""","=""""","=""""","=""1""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""1000.539""","=""1000.548""","=""0.012""","=""15""","=""""","=""""","=""""","=""""",,"=""2.436108""","=""3.675271""","=""5d5.(4G).6s""","=""5G""","=""6""","=""5d4.6s.(6D).6p""","=""7F*""","=""6""",13,13,,"=""""","=""L153""",
"=""1002.425""","=""""","=""""","=""2""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""1005.307""","=""1005.298""","=""0.012""","=""4""","=""1.0e+04""","=""1.5e-04""","=""5.5e-02""","=""-2.8""",E,"=""2.458116""","=""3.691424""","=""5d4.6s2""","=""3G""","=""5""","=""5d4.6s.(6D).6p""","=""7D*""","=""5""",11,11,,"=""T4976""","=""L153""",
"=""1008.228""","=""1008.225""","=""0.012""","=""1""","=""""","=""""","=""""","=""""",,"=""2.266491""","=""3.496218""","=""5d5.(6S).6s""","=""5S""","=""2""","=""5d4.6s.(6D).6p""","=""5P*""","=""1""",5,3,,"=""""","=""L153""",
"=""1010.444""","=""""","=""""","=""1""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""1010.668""","=""""","=""""","=""2""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""1011.829""","=""1011.851""","=""0.012""","=""3""","=""""","=""""","=""""","=""""",,"=""2.387469""","=""3.612790""","=""5d5.(4G).6s""","=""5G""","=""4""","=""5d4.6s.(6D).6p""","=""5F*""","=""3""",9,7,,"=""""","=""L153""",
"=""1012.971""","=""1012.972""","=""0.012""","=""2""","=""""","=""""","=""""","=""""",,"=""4.736987""","=""5.960952""","=""""","=""*""","=""3""","=""5d4.6s.(6D).7s""","=""5D""","=""2""",7,5,,"=""""","=""L153""",
"=""1014.332""","=""1014.324""","=""0.012""","=""1""","=""""","=""""","=""""","=""""",,"=""3.514654""","=""4.736987""","=""5d5.(4F).6s""","=""5F""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L153""",
"=""1022.018""","=""1022.014""","=""0.011""","=""0""","=""""","=""""","=""""","=""""",,"=""4.546959""","=""5.760095""","=""""","=""*""","=""2""","=""5d4.6s.(6D).7s""","=""5D""","=""1""",5,3,,"=""""","=""L153""",
"=""1024.444""","=""1024.450""","=""0.012""","=""4""","=""""","=""""","=""""","=""""",,"=""2.786753""","=""3.997005""","=""5d5.(4D).6s""","=""5D""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L153""",
"=""1030.886""","=""1030.873""","=""0.012""","=""0""","=""""","=""""","=""""","=""""",,"=""2.601563""","=""3.804274""","=""5d5.(4P).6s""","=""5P""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L153""",
"=""1035.011""","=""1035.019""","=""0.012""","=""3""","=""5.7e+04""","=""5.5e-04""","=""9.4e-02""","=""-2.6""",E,"=""2.246202""","=""3.444095""","=""5d5.(4G).6s""","=""5G""","=""2""","=""5d4.6s.(6D).6p""","=""5D*""","=""1""",5,3,,"=""T4976""","=""L153""",
"=""1041.262""","=""1041.274""","=""0.012""","=""2""","=""""","=""""","=""""","=""""",,"=""2.601563""","=""3.792260""","=""5d5.(4P).6s""","=""5P""","=""2""","=""5d4.6s.(6D).6p""","=""5P*""","=""3""",5,7,,"=""""","=""L153""",
