obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""387.0178""","=""""","=""387.01783+""","=""580""","=""1.35e+07""","=""1.82e-02""","=""1.16e+00""","=""-1.041""",A,"=""1.4201599""","=""4.6237384""","=""4d4.5s2""","=""a 5D""","=""2""","=""4d4.5s.(6D).5p""","=""z 5D*""","=""1""",5,3,,"=""T5293""","=""L10250,L3475""",
"=""387.5252""","=""""","=""387.52528+""","=""33""","=""1.67e+07""","=""2.69e-02""","=""2.40e+00""","=""-0.72""",B,"=""3.3027831""","=""6.5021666""","=""4d5.(2D).5s""","=""b 3D""","=""3""","=""""","=""58*""","=""2""",7,5,,"=""T5293""","=""L10250""",
"=""388.7922""","=""""","=""388.79227+""","=""580""","=""9.7e+06""","=""1.57e-02""","=""1.41e+00""","=""-0.959""",A,"=""1.4702664""","=""4.6592238""","=""4d4.5s2""","=""a 5D""","=""3""","=""4d4.5s.(6D).5p""","=""z 5D*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
"=""390.2874""","=""""","=""390.28749+""","=""380""","=""5.13e+06""","=""9.1e-03""","=""1.05e+00""","=""-1.087""",A,"=""1.5307436""","=""4.7074839""","=""4d4.5s2""","=""a 5D""","=""4""","=""4d4.5s.(6D).5p""","=""z 5D*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
"=""390.4059""","=""""","=""390.40590+""","=""19000""","=""6.17e+07""","=""1.01e-01""","=""9.1e+00""","=""-0.152""",A,"=""0.0000000""","=""3.1757768""","=""4d5.(6S).5s""","=""a 7S""","=""3""","=""4d5.(6S).5p""","=""z 7P*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
"=""391.0645""","=""""","=""391.06458+""","=""75""","=""1.13e+07""","=""2.02e-02""","=""2.34e+00""","=""-0.74""",B,"=""3.2232590""","=""6.3936867""","=""4d5.(4F).5s""","=""a 5F""","=""4""","=""""","=""42.1*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
"=""391.3052""","=""""","=""391.30523+""","=""35""","=""1.15e+07""","=""2.63e-02""","=""1.69e+00""","=""-0.88""",B,"=""3.2652250""","=""6.4337030""","=""4d5.(4F).5s""","=""a 5F""","=""2""","=""""","=""50*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
"=""391.6538""","=""""","=""391.65393+""","=""110""","=""1.40e+07""","=""3.2e-02""","=""2.07e+00""","=""-0.79""",B,"=""2.8362553""","=""6.0019123""","=""4d4.5s2""","=""a 3P""","=""2""","=""4d4.5s.(4D).5p""","=""v 5D*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
"=""391.7539""","=""""","=""391.75397+""","=""19""","=""1.78e+07""","=""2.45e-02""","=""1.58e+00""","=""-0.91""",B,"=""3.3990334""","=""6.5638819""","=""4d5.(4P).5s""","=""b 3P""","=""2""","=""""","=""65*""","=""1""",5,3,,"=""T5293""","=""L10250""",
"=""394.416""","=""""","=""394.41516+""","=""230*""","=""""","=""""","=""""","=""""",,"=""2.9156714""","=""6.0591662""","=""4d4.5s2""","=""a 3F""","=""4""","=""4d4.5s.(4D).5p""","=""v 5D*""","=""4""",9,9,,"=""""","=""L3475""",
"=""394.4193""","=""""","=""394.41939+""","=""230*""","=""6.1e+06""","=""1.99e-02""","=""1.29e+00""","=""-1.00""",B,"=""2.5145196""","=""5.6579806""","=""4d5.(4D).5s""","=""b 5D""","=""2""","=""4d4.5s.(4F).5p""","=""w 5F*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
"=""395.6602""","=""""","=""395.66027+""","=""65""","=""1.71e+07""","=""3.4e-02""","=""5.7e+00""","=""-0.36""",B,"=""3.7335549""","=""6.8671573""","=""4d5.(2H).5s""","=""b 3H""","=""6""","=""""","=""100*""","=""5""",13,11,,"=""T5293""","=""L10250,L3475""",
"=""397.4880""","=""""","=""397.48800+""","=""123""","=""4.39e+07""","=""1.23e-01""","=""1.77e+01""","=""0.131""",B+,"=""3.7172588""","=""6.8364523""","=""4d5.(2H).5s""","=""b 3H""","=""5""","=""""","=""97*""","=""6""",11,13,,"=""T5293""","=""L10250""",
"=""397.4915""","=""""","=""397.49153+""","=""24""","=""7.3e+06""","=""1.73e-02""","=""6.8e-01""","=""-1.28""",B,"=""2.7579510""","=""5.8771168""","=""4d4.5s2""","=""a 3P""","=""1""","=""""","=""17*""","=""1""",3,3,,"=""T5293""","=""L10250""",
"=""397.9023""","=""""","=""397.90239+""","=""65""","=""1.35e+07""","=""2.49e-02""","=""2.93e+00""","=""-0.65""",B,"=""3.3899667""","=""6.5059117""","=""4d4.5s2""","=""b 3G""","=""4""","=""""","=""59.1*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
"=""398.1324""","=""""","=""398.13238+""","=""75""","=""2.70e+07""","=""3.9e-02""","=""2.53e+00""","=""-0.71""",B,"=""3.3176510""","=""6.4317961""","=""4d5.(2D).5s""","=""b 3D""","=""2""","=""""","=""48*""","=""1""",5,3,,"=""T5293""","=""L10250,L3475""",
"=""399.2976""","=""""","=""399.29764+""","=""35*""","=""1.29e+07""","=""2.52e-02""","=""3.6e+00""","=""-0.56""",B,"=""3.7172588""","=""6.8223159""","=""4d5.(2H).5s""","=""b 3H""","=""5""","=""""","=""96*""","=""4""",11,9,,"=""T5293""","=""L10250,L3475""",
"=""399.298""","=""""","=""399.2986+""","=""35*""","=""""","=""""","=""""","=""""",,"=""2.5950420""","=""5.700092?""","=""4d5.(4D).5s""","=""a 3D""","=""1""","=""4d5.(4F).5p""","=""x 3D*""","=""1""",3,3,,"=""""","=""L3475""",
"=""401.1260""","=""""","=""401.12606+""","=""32*""","=""""","=""""","=""""","=""""",,"=""3.3027831""","=""6.3936867""","=""4d5.(2D).5s""","=""b 3D""","=""3""","=""""","=""42.1*""","=""3""",7,7,,"=""""","=""L10250""",
"=""401.1260""","=""""","=""401.12596+""","=""32*""","=""4.4e+07""","=""6.3e-02""","=""4.2e+00""","=""-0.50""",B,"=""3.6751382""","=""6.7660426""","=""4d5.(4F).5s""","=""c 3F""","=""2""","=""""","=""91*""","=""1""",5,3,,"=""T5293""","=""L10250""",
"=""402.2147""","=""""","=""402.21480+""","=""130""","=""2.65e+07""","=""7.9e-02""","=""9.4e+00""","=""-0.15""",B,"=""3.6999548""","=""6.7824917""","=""4d5.(2H).5s""","=""b 3H""","=""4""","=""""","=""92*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
"=""405.2324""","=""""","=""405.23248+""","=""26""","=""1.36e+07""","=""2.8e-02""","=""4.9e+00""","=""-0.43""",B,"=""3.9035948""","=""6.9631767""","=""4d4.5s2""","=""b 1I""","=""6""","=""4d5.(2H).5p""","=""y 1H*""","=""5""",13,11,,"=""T5293""","=""L10250""",
"=""405.7158""","=""""","=""405.71567+""","=""270""","=""3.39e+06""","=""8.4e-03""","=""1.01e+00""","=""-1.123""",B+,"=""2.0764526""","=""5.1323907""","=""4d5.(4G).5s""","=""a 5G""","=""4""","=""4d5.(4G).5p""","=""y 5F*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
"=""406.3224""","=""""","=""406.32236+""","=""1400""","=""1.96e+07""","=""3.97e-02""","=""5.84e+00""","=""-0.360""",B+,"=""2.0810155""","=""5.1323907""","=""4d5.(4G).5s""","=""a 5G""","=""5""","=""4d5.(4G).5p""","=""y 5F*""","=""4""",11,9,,"=""T5293""","=""L10250,L3475""",
"=""407.1030""","=""""","=""407.10300+""","=""2300""","=""3.25e+07""","=""6.8e-02""","=""1.19e+01""","=""-0.051""",B+,"=""2.0809329""","=""5.1264570""","=""4d5.(4G).5s""","=""a 5G""","=""6""","=""4d5.(4G).5p""","=""y 5F*""","=""5""",13,11,,"=""T5293""","=""L10250,L3475""",
"=""407.7342""","=""""","=""407.73420+""","=""190""","=""1.16e+07""","=""2.88e-02""","=""3.5e+00""","=""-0.59""",B,"=""2.9875597""","=""6.0283691""","=""4d4.5s2""","=""a 3H""","=""4""","=""4d5.(2G).5p""","=""x 3H*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
"=""408.259""","=""""","=""408.25161+""","=""1300*""","=""""","=""""","=""""","=""""",,"=""2.5950420""","=""5.6319975""","=""4d5.(4D).5s""","=""a 3D""","=""1""","=""4d4.5s.(4F).5p""","=""w 5F*""","=""2""",3,5,,"=""""","=""L3475""",
"=""408.259""","=""""","=""408.26698+""","=""1300*""","=""""","=""""","=""""","=""""",,"=""2.9178946""","=""5.9547358""","=""4d4.5s2""","=""a 3F""","=""2""","=""4d4.5s.(4D).5p""","=""u 5F*""","=""3""",5,7,,"=""""","=""L3475""",
"=""408.5525""","=""""","=""408.55237+""","=""940""","=""1.94e+07""","=""3.78e-02""","=""4.58e+00""","=""-0.468""",B+,"=""2.0764526""","=""5.1111725""","=""4d5.(4G).5s""","=""a 5G""","=""4""","=""4d5.(4G).5p""","=""y 5F*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
"=""410.3307""","=""""","=""410.33077+""","=""250""","=""1.22e+07""","=""1.84e-02""","=""1.24e+00""","=""-1.036""",B+,"=""2.0632311""","=""5.0847983""","=""4d5.(4G).5s""","=""a 5G""","=""2""","=""4d5.(4G).5p""","=""y 5F*""","=""1""",5,3,,"=""T5293""","=""L10250,L3475""",
"=""410.8621""","=""""","=""410.86206+""","=""730""","=""2.02e+07""","=""3.66e-02""","=""3.46e+00""","=""-0.592""",B+,"=""2.0696564""","=""5.0873164""","=""4d5.(4G).5s""","=""a 5G""","=""3""","=""4d5.(4G).5p""","=""y 5F*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
"=""412.1255""","=""""","=""412.12554+""","=""630""","=""6.0e+07""","=""1.78e-01""","=""3.1e+01""","=""0.36""",B,"=""3.1676583""","=""6.1760668""","=""4d5.(2I).5s""","=""a 3I""","=""6""","=""""","=""30.1*""","=""7""",13,15,,"=""T5293""","=""L10250,L3475""",
"=""413.3082""","=""""","=""413.30816+""","=""180""","=""1.56e+07""","=""4.9e-02""","=""6.0e+00""","=""-0.36""",B,"=""3.1560966""","=""6.1558970""","=""4d6""","=""c 5D""","=""4""","=""4d4.5s.(4G).5p""","=""t 5F*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
"=""414.472""","=""""","=""""","=""2900""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3475""",
"=""415.0107""","=""""","=""415.01074+""","=""230*""","=""2.30e+06""","=""5.9e-03""","=""7.3e-01""","=""-1.27""",B,"=""2.0764526""","=""5.0639464""","=""4d5.(4G).5s""","=""a 5G""","=""4""","=""4d4.5s.(4D).5p""","=""z 3F*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
"=""415.011""","=""""","=""415.01155+""","=""230*""","=""""","=""""","=""""","=""""",,"=""2.9875597""","=""5.9750476""","=""4d4.5s2""","=""a 3H""","=""4""","=""4d4.5s.(4D).5p""","=""u 5F*""","=""4""",9,9,,"=""""","=""L3475""",
"=""415.0145""","=""""","=""415.01446+""","=""230*""","=""1.56e+07""","=""4.9e-02""","=""6.1e+00""","=""-0.35""",B,"=""3.6999548""","=""6.6874218""","=""4d5.(2H).5s""","=""b 3H""","=""4""","=""""","=""84*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
"=""415.6456""","=""""","=""415.64556+""","=""250""","=""4.7e+06""","=""9.9e-03""","=""1.49e+00""","=""-0.96""",B,"=""2.0810155""","=""5.0639464""","=""4d5.(4G).5s""","=""a 5G""","=""5""","=""4d4.5s.(4D).5p""","=""z 3F*""","=""4""",11,9,,"=""T5293""","=""L10250,L3475""",
"=""415.8571""","=""""","=""415.85715+""","=""200""","=""2.17e+07""","=""4.8e-02""","=""8.5e+00""","=""-0.21""",B,"=""3.1676583""","=""6.1490715""","=""4d5.(2I).5s""","=""a 3I""","=""6""","=""""","=""30*""","=""5""",13,11,,"=""T5293""","=""L10250,L3475""",
"=""415.9071""","=""""","=""415.90724+""","=""99""","=""1.60e+07""","=""5.1e-02""","=""6.3e+00""","=""-0.34""",B,"=""3.2633162""","=""6.2443703""","=""4d5.(6S).5p""","=""z 7P*""","=""4""","=""4d5.(6S).6d""","=""g 7D""","=""5""",9,11,,"=""T5293""","=""L10250""",
"=""417.9454""","=""""","=""417.94544+""","=""200""","=""8.8e+06""","=""2.30e-02""","=""4.7e+00""","=""-0.46""",B,"=""3.1787772""","=""6.1452935""","=""4d5.(2I).5s""","=""a 3I""","=""7""","=""4d4.5s.(4H).5p""","=""y 3I*""","=""7""",15,15,,"=""T5293""","=""L10250,L3475""",
"=""418.6999""","=""""","=""418.69987+""","=""480""","=""3.82e+07""","=""1.19e-01""","=""1.80e+01""","=""0.12""",B+,"=""3.1636939""","=""6.1248650""","=""4d5.(2I).5s""","=""a 3I""","=""5""","=""4d4.5s.(4H).5p""","=""y 3I*""","=""6""",11,13,,"=""T5293""","=""L10250,L3475""",
"=""418.9503""","=""""","=""418.95031+""","=""2500""","=""3.3e+07""","=""1.03e-01""","=""1.57e+01""","=""0.05""",B,"=""2.0810155""","=""5.0404165""","=""4d5.(4G).5s""","=""a 5G""","=""5""","=""4d5.(4G).5p""","=""z 5H*""","=""6""",11,13,,"=""T5293""","=""L10250,L3475""",
"=""419.5744""","=""""","=""419.57439+""","=""250""","=""2.70e+07""","=""7.1e-02""","=""1.08e+01""","=""-0.11""",B,"=""3.1636939""","=""6.1186931""","=""4d5.(2I).5s""","=""a 3I""","=""5""","=""4d4.5s.(4H).5p""","=""y 3I*""","=""5""",11,11,,"=""T5293""","=""L10250,L3475""",
"=""423.3781""","=""""","=""423.3782+""","=""1500""","=""3.17e+07""","=""1.04e-01""","=""1.30e+01""","=""-0.029""",A,"=""2.0764526""","=""5.0049029""","=""4d5.(4G).5s""","=""a 5G""","=""4""","=""4d5.(4G).5p""","=""z 5H*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
"=""424.2024""","=""""","=""424.2024+""","=""190""","=""1.68e+07""","=""4.5e-02""","=""3.2e+00""","=""-0.65""",B,"=""2.5975747""","=""5.5203349""","=""4d5.(4D).5s""","=""a 3D""","=""2""","=""4d5.(4D).5p""","=""y 3D*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
"=""424.7213""","=""""","=""424.7214+""","=""190""","=""2.00e+07""","=""6.4e-02""","=""9.8e+00""","=""-0.15""",B,"=""3.1636939""","=""6.0828830""","=""4d5.(2I).5s""","=""a 3I""","=""5""","=""4d5.(2G).5p""","=""x 3H*""","=""6""",11,13,,"=""T5293""","=""L10250,L3475""",
"=""425.3031""","=""""","=""425.3031+""","=""22""","=""1.25e+06""","=""4.4e-03""","=""4.3e-01""","=""-1.52""",B,"=""2.5972135""","=""5.5124097""","=""4d5.(4G).5s""","=""a 3G""","=""3""","=""4d4.5s.(4H).5p""","=""y 3G*""","=""4""",7,9,,"=""T5293""","=""L10250""",
"=""425.3080""","=""""","=""425.3080+""","=""80""","=""1.76e+07""","=""4.0e-02""","=""7.4e+00""","=""-0.28""",B,"=""3.5014395""","=""6.4166018""","=""4d5.(2I).5s""","=""a 1I""","=""6""","=""4d4.5s.(4H).5p""","=""w 3H*""","=""5""",13,11,,"=""T5293""","=""L10250""",
"=""425.6149""","=""""","=""425.6149+""","=""140""","=""2.01e+07""","=""7.0e-02""","=""6.9e+00""","=""-0.31""",B,"=""3.3027831""","=""6.2158434""","=""4d5.(2D).5s""","=""b 3D""","=""3""","=""4d5.(4F).5p""","=""u 3F*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
"=""427.0481""","=""""","=""427.0481+""","=""270""","=""1.36e+07""","=""3.7e-02""","=""5.7e+00""","=""-0.39""",B,"=""2.6462200""","=""5.5495041""","=""4d5.(4G).5s""","=""a 3G""","=""5""","=""4d4.5s.(4H).5p""","=""y 3G*""","=""5""",11,11,,"=""T5293""","=""L10250,L3475""",
"=""427.8110""","=""""","=""427.8109+""","=""890""","=""2.85e+07""","=""1.01e-01""","=""9.9e+00""","=""-0.153""",A,"=""2.0696564""","=""4.9677638""","=""4d5.(4G).5s""","=""a 5G""","=""3""","=""4d5.(4G).5p""","=""z 5H*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
"=""427.8443""","=""""","=""427.8443+""","=""1200""","=""1.35e+07""","=""4.5e-02""","=""5.7e+00""","=""-0.39""",B,"=""1.5307436""","=""4.4286251""","=""4d4.5s2""","=""a 5D""","=""4""","=""4d4.5s.(6D).5p""","=""z 5F*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
"=""428.9838""","=""""","=""428.9837+""","=""1400""","=""1.05e+07""","=""3.73e-02""","=""3.68e+00""","=""-0.584""",B+,"=""1.4702664""","=""4.3604507""","=""4d4.5s2""","=""a 5D""","=""3""","=""4d4.5s.(6D).5p""","=""z 5F*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
"=""429.334""","=""""","=""429.3340+""","=""680*""","=""""","=""""","=""""","=""""",,"=""2.9156714""","=""5.8034979""","=""4d4.5s2""","=""a 3F""","=""4""","=""4d5.(4F).5p""","=""x 3D*""","=""3""",9,7,,"=""""","=""L3475""",
"=""429.3342""","=""""","=""429.3342+""","=""680*""","=""6.9e+06""","=""3.19e-02""","=""1.35e+00""","=""-1.020""",B+,"=""1.3815291""","=""4.2693537""","=""4d4.5s2""","=""a 5D""","=""1""","=""4d4.5s.(6D).5p""","=""z 5F*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
"=""429.4423""","=""""","=""429.4423+""","=""890""","=""8.3e+06""","=""3.20e-02""","=""2.26e+00""","=""-0.796""",B+,"=""1.4201599""","=""4.3072582""","=""4d4.5s2""","=""a 5D""","=""2""","=""4d4.5s.(6D).5p""","=""z 5F*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
"=""429.5088""","=""""","=""429.5089+""","=""360""","=""5.73e+06""","=""4.75e-02""","=""6.7e-01""","=""-1.323""",B+,"=""1.3596041""","=""4.2462547""","=""4d4.5s2""","=""a 5D""","=""0""","=""4d4.5s.(6D).5p""","=""z 5F*""","=""1""",1,3,,"=""T5293""","=""L10250,L3475""",
"=""431.9136""","=""""","=""431.9136+""","=""170""","=""1.28e+07""","=""3.6e-02""","=""7.6e+00""","=""-0.27""",B,"=""3.1787772""","=""6.0493557""","=""4d5.(2I).5s""","=""a 3I""","=""7""","=""""","=""25.1*""","=""7""",15,15,,"=""T5293""","=""L10250,L3475""",
"=""432.7018""","=""""","=""432.7019+""","=""114""","=""1.84e+07""","=""5.2e-02""","=""2.21e+00""","=""-0.81""",B,"=""2.5950420""","=""5.4603913""","=""4d5.(4D).5s""","=""a 3D""","=""1""","=""4d5.(4D).5p""","=""y 3D*""","=""1""",3,3,,"=""T5293""","=""L10250""",
"=""432.7352""","=""""","=""432.7353+""","=""840""","=""2.56e+07""","=""1.01e-01""","=""7.18e+00""","=""-0.298""",A,"=""2.0632311""","=""4.9283587""","=""4d5.(4G).5s""","=""a 5G""","=""2""","=""4d5.(4G).5p""","=""z 5H*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
"=""432.7961""","=""""","=""432.7961+""","=""250""","=""4.35e+06""","=""1.22e-02""","=""5.22e-01""","=""-1.436""",B+,"=""1.3815291""","=""4.2462547""","=""4d4.5s2""","=""a 5D""","=""1""","=""4d4.5s.(6D).5p""","=""z 5F*""","=""1""",3,3,,"=""T5293""","=""L10250,L3475""",
"=""434.1958""","=""""","=""434.1958+""","=""85""","=""1.23e+07""","=""4.9e-02""","=""3.5e+00""","=""-0.61""",B,"=""3.3176510""","=""6.1731417""","=""4d5.(2D).5s""","=""b 3D""","=""2""","=""4d5.(4F).5p""","=""u 3F*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
"=""435.1554""","=""""","=""435.1554+""","=""230""","=""2.94e+06""","=""8.3e-03""","=""5.97e-01""","=""-1.380""",B+,"=""1.4201599""","=""4.2693537""","=""4d4.5s2""","=""a 5D""","=""2""","=""4d4.5s.(6D).5p""","=""z 5F*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
"=""437.0269""","=""""","=""437.0270+""","=""230""","=""1.86e+06""","=""5.32e-03""","=""5.36e-01""","=""-1.429""",B+,"=""1.4702664""","=""4.3072582""","=""4d4.5s2""","=""a 5D""","=""3""","=""4d4.5s.(6D).5p""","=""z 5F*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
"=""438.2861""","=""""","=""438.2862+""","=""1900""","=""2.93e+07""","=""8.4e-02""","=""1.58e+01""","=""0.040""",A,"=""2.0809329""","=""4.9097743""","=""4d5.(4G).5s""","=""a 5G""","=""6""","=""4d5.(4G).5p""","=""z 5G*""","=""6""",13,13,,"=""T5293""","=""L10250,L3475""",
"=""438.3639""","=""""","=""438.3639+""","=""75""","=""3.8e+07""","=""1.30e-01""","=""2.07e+01""","=""0.16""",B,"=""4.2036230""","=""7.0319626""","=""4d5.(2H).5s""","=""a 1H""","=""5""","=""4d5.(2H).5p""","=""z 1I*""","=""6""",11,13,,"=""T5293""","=""L10250,L3475""",
"=""441.1183""","=""""","=""441.1183+""","=""75""","=""1.38e+07""","=""4.0e-02""","=""7.6e+00""","=""-0.28""",B,"=""3.7335549""","=""6.5442339""","=""4d5.(2H).5s""","=""b 3H""","=""6""","=""""","=""63.1*""","=""6""",13,13,,"=""T5293""","=""L10250,L3475""",
"=""441.2804""","=""""","=""441.2804+""","=""2500*""","=""2.89e+06""","=""7.13e-03""","=""1.35e+00""","=""-1.033""",A,"=""2.0809329""","=""4.8905793""","=""4d5.(4G).5s""","=""a 5G""","=""6""","=""4d5.(4G).5p""","=""z 5G*""","=""5""",13,11,,"=""T5293""","=""L10250,L3475""",
"=""441.2934""","=""0.0010""","=""441.2934+""","=""2500*""","=""2.63e+07""","=""7.70e-02""","=""1.23e+01""","=""-0.072""",A,"=""2.0810155""","=""4.8905793""","=""4d5.(4G).5s""","=""a 5G""","=""5""","=""4d5.(4G).5p""","=""z 5G*""","=""5""",11,11,,"=""T5293""","=""L10250""",
"=""442.4851""","=""""","=""442.4851+""","=""210""","=""9.3e+06""","=""1.96e-02""","=""1.99e+00""","=""-0.86""",B+,"=""2.2601268""","=""5.0621237""","=""4d5.(4P).5s""","=""a 5P""","=""3""","=""4d5.(4P).5p""","=""x 5D*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
"=""443.6193""","=""""","=""443.6194+""","=""990""","=""2.51e+07""","=""7.41e-02""","=""9.7e+00""","=""-0.176""",A,"=""2.0764526""","=""4.8712851""","=""4d5.(4G).5s""","=""a 5G""","=""4""","=""4d5.(4G).5p""","=""z 5G*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
"=""444.3449""","=""""","=""444.3449+""","=""200""","=""4.88e+06""","=""1.18e-02""","=""1.90e+00""","=""-0.886""",A,"=""2.0810155""","=""4.8712851""","=""4d5.(4G).5s""","=""a 5G""","=""5""","=""4d5.(4G).5p""","=""z 5G*""","=""4""",11,9,,"=""T5293""","=""L10250,L3475""",
"=""444.7673""","=""""","=""444.7672+""","=""85""","=""1.90e+07""","=""5.6e-02""","=""9.1e+00""","=""-0.207""",B+,"=""3.7172588""","=""6.5048787""","=""4d5.(2H).5s""","=""b 3H""","=""5""","=""""","=""59*""","=""5""",11,11,,"=""T5293""","=""L10250,L3475""",
"=""445.0987""","=""""","=""445.0988+""","=""340""","=""8.4e+06""","=""2.51e-02""","=""2.57e+00""","=""-0.756""",A,"=""2.0696564""","=""4.8551999""","=""4d5.(4G).5s""","=""a 5G""","=""3""","=""4d4.5s.(4D).5p""","=""y 5D*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
"=""445.8605""","=""""","=""445.8606+""","=""480""","=""1.28e+07""","=""3.81e-02""","=""3.91e+00""","=""-0.574""",A,"=""2.0696564""","=""4.8504403""","=""4d5.(4G).5s""","=""a 5G""","=""3""","=""4d5.(4G).5p""","=""z 5G*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
"=""447.5826""","=""""","=""447.5825+""","=""630""","=""2.10e+07""","=""6.30e-02""","=""4.64e+00""","=""-0.502""",A,"=""2.0632311""","=""4.8333172""","=""4d5.(4G).5s""","=""a 5G""","=""2""","=""4d5.(4G).5p""","=""z 5G*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
"=""449.2539""","=""""","=""449.2540+""","=""230""","=""7.6e+06""","=""2.30e-02""","=""2.39e+00""","=""-0.79""",B,"=""2.2601268""","=""5.0199066""","=""4d5.(4P).5s""","=""a 5P""","=""3""","=""4d5.(4P).5p""","=""x 5D*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
"=""449.2907""","=""""","=""449.2908+""","=""30""","=""2.09e+07""","=""6.3e-02""","=""1.03e+01""","=""-0.16""",B,"=""4.2036230""","=""6.9631767""","=""4d5.(2H).5s""","=""a 1H""","=""5""","=""4d5.(2H).5p""","=""y 1H*""","=""5""",11,11,,"=""T5293""","=""L10250,L3475""",
"=""450.6165""","=""""","=""450.6165+""","=""120""","=""4.3e+05""","=""1.59e-03""","=""2.13e-01""","=""-1.84""",B,"=""3.2232590""","=""5.9746936""","=""4d5.(4F).5s""","=""a 5F""","=""4""","=""4d5.(2I).5p""","=""y 3H*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
"=""451.3400""","=""""","=""451.3400+""","=""140""","=""9.7e+05""","=""4.96e-03""","=""2.21e-01""","=""-1.828""",B+,"=""1.3815291""","=""4.1285534""","=""4d4.5s2""","=""a 5D""","=""1""","=""4d4.5s.(6D).5p""","=""y 5P*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
"=""451.8388""","=""""","=""451.8388+""","=""230""","=""7.6e+06""","=""3.2e-02""","=""2.41e+00""","=""-0.79""",B,"=""2.2759148""","=""5.0199066""","=""4d5.(4P).5s""","=""a 5P""","=""2""","=""4d5.(4P).5p""","=""x 5D*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
"=""452.5600""","=""""","=""452.5601+""","=""230*""","=""1.70e+06""","=""5.22e-03""","=""5.45e-01""","=""-1.437""",B+,"=""1.4702664""","=""4.2098847""","=""4d4.5s2""","=""a 5D""","=""3""","=""4d4.5s.(6D).5p""","=""y 5P*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
"=""452.561""","=""""","=""452.5612+""","=""230*""","=""""","=""""","=""""","=""""",,"=""3.3591339""","=""6.0987456""","=""4d5.(2F).5s""","=""b 3F""","=""2""","=""4d4.5s.(4G).5p""","=""t 5F*""","=""1""",5,3,,"=""""","=""L3475""",
"=""453.0665""","=""""","=""453.0665+""","=""120""","=""4.9e+06""","=""1.51e-02""","=""1.57e+00""","=""-0.98""",B,"=""2.5231413""","=""5.2596977""","=""4d5.(4D).5s""","=""b 5D""","=""3""","=""4d5.(4D).5p""","=""w 5D*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
"=""453.8038""","=""""","=""453.8038+""","=""5""","=""5.0e+05""","=""1.88e-03""","=""2.53e-01""","=""-1.77""",B,"=""3.1560966""","=""5.8882070""","=""4d6""","=""c 5D""","=""4""","=""""","=""18*""","=""5""",9,11,,"=""T5293""","=""L10250""",
