obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""582.6810""","=""""","=""582.6810+""","=""23""","=""3.9e+06""","=""3.3e-02""","=""1.91e+00""","=""-1.00""",B,"=""3.3925122""","=""5.5203349""","=""4d5.(2D).5s""","=""b 3D""","=""1""","=""4d5.(4D).5p""","=""y 3D*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
"=""583.7197""","=""""","=""583.7198+""","=""23""","=""""","=""""","=""""","=""""",,"=""1.3815291""","=""3.5055652""","=""4d4.5s2""","=""a 5D""","=""1""","=""4d4.5s.(6D).5p""","=""z 7F*""","=""1""",3,3,,"=""""","=""L10250,L3475""",
"=""584.1580""","=""""","=""584.1579+""","=""20""","=""1.04e+06""","=""5.3e-03""","=""9.2e-01""","=""-1.32""",B,"=""3.3899667""","=""5.5124097""","=""4d4.5s2""","=""b 3G""","=""4""","=""4d4.5s.(4H).5p""","=""y 3G*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
"=""585.048""","=""""","=""585.065+""","=""20h""","=""""","=""""","=""""","=""""",,"=""3.5602363""","=""5.679390?""","=""4d5.(6S).5p""","=""z 5P*""","=""1""","=""4d5.(6S).5d""","=""e 5D""","=""0""",3,1,,"=""""","=""L3475""",
"=""585.1329""","=""""","=""585.1329+""","=""55h""","=""3.02e+07""","=""1.55e-01""","=""9.0e+00""","=""-0.33""",B,"=""3.5602363""","=""5.6791430""","=""4d5.(6S).5p""","=""z 5P*""","=""1""","=""4d5.(6S).5d""","=""e 5D""","=""1""",3,3,,"=""T5293""","=""L10250,L3475""",
"=""585.3125""","=""""","=""585.3126+""","=""50h""","=""1.55e+07""","=""1.33e-01""","=""7.7e+00""","=""-0.40""",B,"=""3.5602363""","=""5.6784925""","=""4d5.(6S).5p""","=""z 5P*""","=""1""","=""4d5.(6S).5d""","=""e 5D""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
"=""585.9890""","=""""","=""585.9889+""","=""520""","=""2.81e+06""","=""1.44e-02""","=""1.95e+00""","=""-0.995""",A,"=""1.4702664""","=""3.5860778""","=""4d4.5s2""","=""a 5D""","=""3""","=""4d5.(6S).5p""","=""z 5P*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
"=""586.2998""","=""""","=""586.2997+""","=""20""","=""1.32e+06""","=""6.8e-03""","=""9.2e-01""","=""-1.32""",C+,"=""3.2470773""","=""5.3617670""","=""4d5.(4F).5s""","=""a 5F""","=""3""","=""4d5.(4D).5p""","=""x 5F*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
"=""587.0937""","=""""","=""587.0937+""","=""50""","=""7.0e+06""","=""3.6e-02""","=""7.7e+00""","=""-0.40""",B,"=""3.4376744""","=""5.5495041""","=""4d4.5s2""","=""b 3G""","=""5""","=""4d4.5s.(4H).5p""","=""y 3G*""","=""5""",11,11,,"=""T5293""","=""L10250,L3475""",
"=""587.8205""","=""""","=""587.8205+""","=""26""","=""1.09e+06""","=""3.39e-03""","=""3.28e-01""","=""-1.77""",B+,"=""2.5145196""","=""4.6237384""","=""4d5.(4D).5s""","=""b 5D""","=""2""","=""4d4.5s.(6D).5p""","=""z 5D*""","=""1""",5,3,,"=""T5293""","=""L10250,L3475""",
"=""588.9942""","=""""","=""588.9943+""","=""820""","=""6.50e+06""","=""2.41e-02""","=""3.28e+00""","=""-0.772""",A,"=""1.4702664""","=""3.5752817""","=""4d4.5s2""","=""a 5D""","=""3""","=""4d5.(6S).5p""","=""z 5P*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
"=""589.3904""","=""""","=""589.3903+""","=""23""","=""1.22e+06""","=""4.9e-03""","=""8.6e-01""","=""-1.35""",C+,"=""3.1560966""","=""5.2596977""","=""4d6""","=""c 5D""","=""4""","=""4d5.(4D).5p""","=""w 5D*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
"=""589.4996""","=""""","=""589.4996+""","=""50h""","=""2.60e+07""","=""1.35e-01""","=""1.31e+01""","=""-0.17""",B,"=""3.5752817""","=""5.6784925""","=""4d5.(6S).5p""","=""z 5P*""","=""2""","=""4d5.(6S).5d""","=""e 5D""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
"=""589.7566""","=""""","=""589.7567+""","=""228""","=""3.12e+07""","=""2.27e-01""","=""2.21e+01""","=""0.06""",B,"=""3.5752817""","=""5.6775758""","=""4d5.(6S).5p""","=""z 5P*""","=""2""","=""4d5.(6S).5d""","=""e 5D""","=""3""",5,7,,"=""T5293""","=""L10250""",
"=""590.0477""","=""""","=""590.0476+""","=""20""","=""2.54e+06""","=""8.0e-03""","=""7.7e-01""","=""-1.40""",B,"=""3.3591339""","=""5.4603913""","=""4d5.(2F).5s""","=""b 3F""","=""2""","=""4d5.(4D).5p""","=""y 3D*""","=""1""",5,3,,"=""T5293""","=""L10250,L3475""",
"=""590.3098""","=""""","=""590.3099+""","=""40""","=""5.9e+05""","=""3.99e-03""","=""5.4e-01""","=""-1.55""",B+,"=""2.2601268""","=""4.3604507""","=""4d5.(4P).5s""","=""a 5P""","=""3""","=""4d4.5s.(6D).5p""","=""z 5F*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
"=""592.8009""","=""""","=""592.8009+""","=""40h""","=""1.63e+07""","=""8.6e-02""","=""1.17e+01""","=""-0.22""",B,"=""3.5860778""","=""5.6775758""","=""4d5.(6S).5p""","=""z 5P*""","=""3""","=""4d5.(6S).5d""","=""e 5D""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
"=""593.0521""","=""""","=""593.0521+""","=""160h""","=""5.3e+07""","=""3.6e-01""","=""4.9e+01""","=""0.40""",B,"=""3.5860778""","=""5.6766900""","=""4d5.(6S).5p""","=""z 5P*""","=""3""","=""4d5.(6S).5d""","=""e 5D""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
"=""598.9821""","=""""","=""598.9821+""","=""40""","=""2.06e+06""","=""1.11e-02""","=""1.96e+00""","=""-1.00""",B,"=""3.4424949""","=""5.5124097""","=""4d5.(2F).5s""","=""b 3F""","=""4""","=""4d4.5s.(4H).5p""","=""y 3G*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
"=""602.7145""","=""""","=""602.7145+""","=""35""","=""3.6e+06""","=""1.99e-02""","=""2.76e+00""","=""-0.86""",B,"=""3.3951632""","=""5.4522598""","=""4d4.5s2""","=""b 3G""","=""3""","=""4d4.5s.(4H).5p""","=""y 3G*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
"=""602.8925""","=""""","=""602.8925+""","=""16""","=""8.3e+05""","=""4.53e-03""","=""4.50e-01""","=""-1.645""",B+,"=""2.8362553""","=""4.8927447""","=""4d4.5s2""","=""a 3P""","=""2""","=""4d4.5s.(4D).5p""","=""x 5P*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
"=""603.2314""","=""""","=""603.2313+""","=""1300""","=""7.86e+06""","=""3.34e-02""","=""5.96e+00""","=""-0.523""",A,"=""1.5307436""","=""3.5860778""","=""4d4.5s2""","=""a 5D""","=""4""","=""4d5.(6S).5p""","=""z 5P*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
"=""604.9519""","=""""","=""604.9518+""","=""20""","=""1.53e+06""","=""6.0e-03""","=""8.4e-01""","=""-1.38""",C+,"=""3.1872706""","=""5.2367595""","=""4d6""","=""c 5D""","=""3""","=""4d5.(4D).5p""","=""w 5D*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
"=""605.6485""","=""""","=""605.6485+""","=""20""","=""1.74e+05""","=""9.6e-04""","=""1.34e-01""","=""-2.17""",B+,"=""2.2601268""","=""4.3072582""","=""4d5.(4P).5s""","=""a 5P""","=""3""","=""4d4.5s.(6D).5p""","=""z 5F*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
"=""608.1247""","=""""","=""608.1248+""","=""20""","=""8.2e+05""","=""3.55e-03""","=""6.4e-01""","=""-1.50""",B+,"=""2.9156714""","=""4.9544667""","=""4d4.5s2""","=""a 3F""","=""4""","=""4d4.5s.(4D).5p""","=""x 5P*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
"=""608.295""","=""""","=""608.2933+""","=""10""","=""""","=""""","=""""","=""""",,"=""3.2118714""","=""5.2501021""","=""4d5.(4F).5s""","=""a 5F""","=""5""","=""4d5.(4G).5p""","=""z 3H*""","=""6""",11,13,,"=""""","=""L3475""",
"=""610.3558""","=""""","=""610.3557+""","=""40""","=""4.6e+05""","=""3.56e-03""","=""3.57e-01""","=""-1.75""",B+,"=""2.2759148""","=""4.3072582""","=""4d5.(4P).5s""","=""a 5P""","=""2""","=""4d4.5s.(6D).5p""","=""z 5F*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
"=""613.2315""","=""""","=""613.2315+""","=""10""","=""3.6e+06""","=""2.04e-02""","=""5.3e+00""","=""-0.58""",B,"=""4.3159089""","=""6.3377261""","=""4d6""","=""c 3H""","=""6""","=""""","=""39.1*""","=""6""",13,13,,"=""T5293""","=""L10250,L3475""",
"=""619.9367""","=""""","=""619.9366+""","=""10""","=""2.04e+06""","=""1.44e-02""","=""2.64e+00""","=""-0.89""",B,"=""4.0528290""","=""6.0527786""","=""4d5.(2G).5s""","=""b 1G""","=""4""","=""4d5.(2G).5p""","=""x 3H*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
"=""621.9615""","=""""","=""621.9614+""","=""20""","=""2.25e+05""","=""1.31e-03""","=""1.34e-01""","=""-2.19""",B+,"=""2.2759148""","=""4.2693537""","=""4d5.(4P).5s""","=""a 5P""","=""2""","=""4d4.5s.(6D).5p""","=""z 5F*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
"=""626.600""","=""""","=""626.6089+""","=""10""","=""""","=""""","=""""","=""""",,"=""4.2036230""","=""6.1822767""","=""4d5.(2H).5s""","=""a 1H""","=""5""","=""4d4.5s.(4G).5p""","=""w 3G*""","=""4""",11,9,,"=""""","=""L3475""",
"=""626.7598""","=""""","=""626.7597+""","=""16""","=""1.84e+05""","=""1.81e-03""","=""1.12e-01""","=""-2.27""",B+,"=""2.2911762""","=""4.2693537""","=""4d5.(4P).5s""","=""a 5P""","=""1""","=""4d4.5s.(6D).5p""","=""z 5F*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
"=""629.2464""","=""""","=""629.2463+""","=""11""","=""4.0e+05""","=""2.9e-03""","=""5.3e-01""","=""-1.59""",B,"=""3.1560966""","=""5.1264570""","=""4d6""","=""c 5D""","=""4""","=""4d5.(4G).5p""","=""y 5F*""","=""5""",9,11,,"=""T5293""","=""L10250""",
"=""629.2528""","=""""","=""629.2528+""","=""2""","=""6.9e+04""","=""2.46e-04""","=""2.55e-02""","=""-2.91""",B+,"=""2.2759148""","=""4.2462547""","=""4d5.(4P).5s""","=""a 5P""","=""2""","=""4d4.5s.(6D).5p""","=""z 5F*""","=""1""",5,3,,"=""T5293""","=""L10250""",
"=""630.3511""","=""""","=""630.3511+""","=""13""","=""3.6e+05""","=""1.66e-03""","=""3.10e-01""","=""-1.83""",B+,"=""2.9875597""","=""4.9544667""","=""4d4.5s2""","=""a 3H""","=""4""","=""4d4.5s.(4D).5p""","=""x 5P*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
"=""632.5275""","=""""","=""632.5276+""","=""11""","=""8.6e+05""","=""6.7e-03""","=""9.7e-01""","=""-1.33""",B,"=""3.7393116""","=""5.6994504""","=""4d5.(4F).5s""","=""c 3F""","=""3""","=""4d5.(4D).5p""","=""x 3F*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
"=""635.8955""","=""""","=""635.8954+""","=""40""","=""4.62e+05""","=""2.80e-03""","=""4.10e-01""","=""-1.708""",B+,"=""2.2601268""","=""4.2098847""","=""4d5.(4P).5s""","=""a 5P""","=""3""","=""4d4.5s.(6D).5p""","=""y 5P*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
"=""639.0856""","=""""","=""639.0854+""","=""16""","=""6.1e+05""","=""4.6e-03""","=""8.7e-01""","=""-1.38""",B+,"=""3.3024208""","=""5.2424462""","=""4d4.5s2""","=""a 1G""","=""4""","=""4d5.(4G).5p""","=""z 3H*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
"=""639.289""","=""""","=""""","=""11""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3475""",
"=""640.284""","=""""","=""640.3051+""","=""35*""","=""""","=""""","=""""","=""""",,"=""3.2470773""","=""5.1834074""","=""4d5.(4F).5s""","=""a 5F""","=""3""","=""""","=""3.1*""","=""2""",7,5,,"=""""","=""L3475""",
"=""640.284""","=""""","=""640.2602+""","=""35*""","=""""","=""""","=""""","=""""",,"=""4.8999864""","=""6.8364523""","=""4d6""","=""c 1I""","=""6""","=""""","=""97*""","=""6""",13,13,,"=""""","=""L3475""",
"=""641.0867""","=""""","=""641.0865+""","=""26""","=""2.43e+05""","=""2.10e-03""","=""2.21e-01""","=""-1.980""",B+,"=""2.2759148""","=""4.2098847""","=""4d5.(4P).5s""","=""a 5P""","=""2""","=""4d4.5s.(6D).5p""","=""y 5P*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
"=""641.416""","=""""","=""""","=""10""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3475""",
"=""642.6130""","=""""","=""642.6129+""","=""100""","=""1.47e+06""","=""1.11e-02""","=""2.12e+00""","=""-1.00""",C+,"=""2.4992489""","=""4.4286251""","=""4d5.(4D).5s""","=""b 5D""","=""4""","=""4d4.5s.(6D).5p""","=""z 5F*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
"=""644.8118""","=""""","=""644.8117+""","=""20""","=""8.8e+05""","=""4.3e-03""","=""8.2e-01""","=""-1.41""",B,"=""3.1560966""","=""5.0788937""","=""4d6""","=""c 5D""","=""4""","=""4d4.5s.(4D).5p""","=""z 3D*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
"=""647.2996""","=""""","=""647.2998+""","=""20""","=""1.16e+06""","=""9.4e-03""","=""1.40e+00""","=""-1.18""",B+,"=""3.3027831""","=""5.2181890""","=""4d5.(2D).5s""","=""b 3D""","=""3""","=""4d5.(4G).5p""","=""y 3F*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
"=""647.5776""","=""""","=""647.5772+""","=""20""","=""6.7e+05""","=""4.2e-03""","=""9.9e-01""","=""-1.33""",C+,"=""3.2118714""","=""5.1264570""","=""4d5.(4F).5s""","=""a 5F""","=""5""","=""4d5.(4G).5p""","=""y 5F*""","=""5""",11,11,,"=""T5293""","=""L10250,L3475""",
"=""649.4915""","=""""","=""649.4917+""","=""10""","=""1.76e+06""","=""1.43e-02""","=""2.14e+00""","=""-1.00""",B,"=""3.7393116""","=""5.6482535""","=""4d5.(4F).5s""","=""c 3F""","=""3""","=""4d5.(2G).5p""","=""x 3G*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
"=""652.1632""","=""""","=""652.1633+""","=""23""","=""2.13e+06""","=""1.66e-02""","=""3.2e+00""","=""-0.83""",B,"=""3.7817591""","=""5.6828810""","=""4d5.(4F).5s""","=""c 3F""","=""4""","=""4d5.(2G).5p""","=""x 3G*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
"=""661.3006""","=""""","=""661.3009+""","=""15h""","=""1.31e+06""","=""6.1e-03""","=""9.3e-01""","=""-1.37""",B,"=""3.1872706""","=""5.0621237""","=""4d6""","=""c 5D""","=""3""","=""4d5.(4P).5p""","=""x 5D*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
"=""662.0962""","=""""","=""662.0958+""","=""230""","=""1.22e+06""","=""1.12e-02""","=""1.22e+00""","=""-1.25""",C+,"=""1.3351030""","=""3.2077052""","=""4d5.(6S).5s""","=""a 5S""","=""2""","=""4d5.(6S).5p""","=""z 7P*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
"=""662.6389""","=""""","=""662.6388+""","=""10""","=""7.1e+05""","=""6.6e-03""","=""7.2e-01""","=""-1.48""",B+,"=""3.3176510""","=""5.1887186""","=""4d5.(2D).5s""","=""b 3D""","=""2""","=""4d5.(4G).5p""","=""y 3F*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
"=""665.2193""","=""""","=""665.2191+""","=""50""","=""5.8e+06""","=""3.0e-02""","=""5.9e+00""","=""-0.57""",B,"=""3.1560966""","=""5.0199066""","=""4d6""","=""c 5D""","=""4""","=""4d5.(4P).5p""","=""x 5D*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
"=""666.1513""","=""""","=""666.1513+""","=""13""","=""1.35e+05""","=""9.0e-04""","=""1.77e-01""","=""-2.09""",B,"=""2.4992489""","=""4.3604507""","=""4d5.(4D).5s""","=""b 5D""","=""4""","=""4d4.5s.(6D).5p""","=""z 5F*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
"=""669.2305""","=""""","=""669.2304+""","=""18""","=""2.18e+05""","=""1.46e-03""","=""1.61e-01""","=""-2.136""",B+,"=""2.2759148""","=""4.1285534""","=""4d5.(4P).5s""","=""a 5P""","=""2""","=""4d4.5s.(6D).5p""","=""y 5P*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
"=""673.5805""","=""""","=""673.5805+""","=""110""","=""6.1e+05""","=""4.1e-03""","=""4.6e-01""","=""-1.69""",C+,"=""1.3351030""","=""3.1757768""","=""4d5.(6S).5s""","=""a 5S""","=""2""","=""4d5.(6S).5p""","=""z 7P*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
"=""674.7891""","=""""","=""674.7890+""","=""21""","=""3.03e+05""","=""3.45e-03""","=""2.30e-01""","=""-1.985""",B+,"=""2.2911762""","=""4.1285534""","=""4d5.(4P).5s""","=""a 5P""","=""1""","=""4d4.5s.(6D).5p""","=""y 5P*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
"=""674.8137""","=""""","=""674.8139+""","=""50""","=""9.1e+05""","=""8.0e-03""","=""1.25e+00""","=""-1.25""",B,"=""2.5231413""","=""4.3604507""","=""4d5.(4D).5s""","=""b 5D""","=""3""","=""4d4.5s.(6D).5p""","=""z 5F*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
"=""675.5841""","=""""","=""675.5844+""","=""35""","=""2.46e+06""","=""2.16e-02""","=""3.37e+00""","=""-0.82""",B+,"=""3.3951632""","=""5.2303773""","=""4d4.5s2""","=""b 3G""","=""3""","=""4d5.(4G).5p""","=""z 3H*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
"=""676.5348""","=""""","=""676.5348+""","=""13""","=""5.7e+05""","=""3.9e-03""","=""6.1e-01""","=""-1.56""",B,"=""3.1872706""","=""5.0199066""","=""4d6""","=""c 5D""","=""3""","=""4d5.(4P).5p""","=""x 5D*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
"=""680.176""","=""""","=""""","=""10h""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3475""",
"=""680.4500""","=""""","=""680.4500+""","=""10""","=""6.1e+05""","=""4.2e-03""","=""4.7e-01""","=""-1.68""",C+,"=""3.2652250""","=""5.0873164""","=""4d5.(4F).5s""","=""a 5F""","=""2""","=""4d5.(4G).5p""","=""y 5F*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
"=""681.3918""","=""""","=""681.3916+""","=""10""","=""7.4e+05""","=""3.1e-03""","=""3.5e-01""","=""-1.81""",B,"=""3.2652250""","=""5.0847983""","=""4d5.(4F).5s""","=""a 5F""","=""2""","=""4d5.(4G).5p""","=""y 5F*""","=""1""",5,3,,"=""T5293""","=""L10250,L3475""",
"=""682.7515""","=""""","=""682.7515+""","=""13""","=""1.19e+06""","=""7.0e-03""","=""2.05e+00""","=""-1.04""",B,"=""3.7335549""","=""5.5495041""","=""4d5.(2H).5s""","=""b 3H""","=""6""","=""4d4.5s.(4H).5p""","=""y 3G*""","=""5""",13,11,,"=""T5293""","=""L10250,L3475""",
"=""683.0752""","=""""","=""683.0750+""","=""5""","=""7.8e+05""","=""3.3e-03""","=""3.7e-01""","=""-1.79""",B,"=""3.3176510""","=""5.1327400""","=""4d5.(2D).5s""","=""b 3D""","=""2""","=""""","=""3*""","=""1""",5,3,,"=""T5293""","=""L10250""",
"=""683.0911""","=""""","=""683.0911+""","=""16""","=""1.27e+06""","=""6.4e-03""","=""1.00e+00""","=""-1.35""",B,"=""3.2470773""","=""5.0621237""","=""4d5.(4F).5s""","=""a 5F""","=""3""","=""4d5.(4P).5p""","=""x 5D*""","=""2""",7,5,,"=""T5293""","=""L10250""",
"=""684.0780""","=""""","=""684.0780+""","=""40""","=""2.97e+06""","=""2.47e-02""","=""6.1e+00""","=""-0.57""",B+,"=""3.4376744""","=""5.2501021""","=""4d4.5s2""","=""b 3G""","=""5""","=""4d5.(4G).5p""","=""z 3H*""","=""6""",11,13,,"=""T5293""","=""L10250,L3475""",
"=""685.0791""","=""""","=""685.0789+""","=""16""","=""2.49e+06""","=""1.75e-02""","=""1.19e+00""","=""-1.28""",B,"=""3.2750185""","=""5.0847983""","=""4d5.(4P).5s""","=""b 3P""","=""1""","=""4d5.(4G).5p""","=""y 5F*""","=""1""",3,3,,"=""T5293""","=""L10250,L3475""",
"=""688.8198""","=""""","=""688.8198+""","=""21""","=""1.71e+06""","=""1.49e-02""","=""3.04e+00""","=""-0.87""",B+,"=""3.4424949""","=""5.2424462""","=""4d5.(2F).5s""","=""b 3F""","=""4""","=""4d5.(4G).5p""","=""z 3H*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
"=""689.4258""","=""""","=""689.4254+""","=""16""","=""7.8e+05""","=""4.3e-03""","=""8.8e-01""","=""-1.41""",B+,"=""3.1560966""","=""4.9544667""","=""4d6""","=""c 5D""","=""4""","=""4d4.5s.(4D).5p""","=""x 5P*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
"=""689.9899""","=""""","=""689.9899+""","=""10""","=""1.06e+06""","=""7.5e-03""","=""8.6e-01""","=""-1.42""",B,"=""3.2652250""","=""5.0621237""","=""4d5.(4F).5s""","=""a 5F""","=""2""","=""4d5.(4P).5p""","=""x 5D*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
"=""690.0866""","=""""","=""690.0864+""","=""10""","=""5.3e+05""","=""3.0e-03""","=""6.1e-01""","=""-1.57""",B,"=""3.2232590""","=""5.0199066""","=""4d5.(4F).5s""","=""a 5F""","=""4""","=""4d5.(4P).5p""","=""x 5D*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
"=""691.0098""","=""""","=""691.0094+""","=""13""","=""3.1e+04""","=""3.7e-04""","=""2.5e-02""","=""-2.95""",C+,"=""1.3815291""","=""3.1757768""","=""4d4.5s2""","=""a 5D""","=""1""","=""4d5.(6S).5p""","=""z 7P*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
"=""691.5909""","=""""","=""691.5911+""","=""35""","=""7.1e+05""","=""7.1e-03""","=""8.1e-01""","=""-1.45""",B+,"=""2.5145196""","=""4.3072582""","=""4d5.(4D).5s""","=""b 5D""","=""2""","=""4d4.5s.(6D).5p""","=""z 5F*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
"=""693.6003""","=""""","=""693.6003+""","=""13""","=""5.1e+04""","=""5.2e-04""","=""5.9e-02""","=""-2.59""",C+,"=""1.4201599""","=""3.2077052""","=""4d4.5s2""","=""a 5D""","=""2""","=""4d5.(6S).5p""","=""z 7P*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
"=""694.9330""","=""""","=""694.9332+""","=""10""","=""2.08e+05""","=""1.51e-03""","=""2.41e-01""","=""-1.98""",B+,"=""2.5231413""","=""4.3072582""","=""4d5.(4D).5s""","=""b 5D""","=""3""","=""4d4.5s.(6D).5p""","=""z 5F*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
"=""696.2545""","=""""","=""696.2544+""","=""10""","=""1.36e+06""","=""5.9e-03""","=""6.8e-01""","=""-1.53""",B,"=""3.2652250""","=""5.0459563""","=""4d5.(4F).5s""","=""a 5F""","=""2""","=""4d5.(4P).5p""","=""x 5D*""","=""1""",5,3,,"=""T5293""","=""L10250,L3475""",
"=""698.0659""","=""""","=""698.0658+""","=""16""","=""1.23e+06""","=""9.0e-03""","=""1.44e+00""","=""-1.20""",B,"=""3.3027831""","=""5.0788937""","=""4d5.(2D).5s""","=""b 3D""","=""3""","=""4d4.5s.(4D).5p""","=""z 3D*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
"=""699.0883""","=""""","=""699.0882+""","=""26""","=""6.2e+05""","=""7.6e-03""","=""5.2e-01""","=""-1.64""",B+,"=""2.4958407""","=""4.2693537""","=""4d5.(4D).5s""","=""b 5D""","=""1""","=""4d4.5s.(6D).5p""","=""z 5F*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
"=""700.1048""","=""""","=""700.1048+""","=""12""","=""1.15e+06""","=""8.5e-03""","=""5.8e-01""","=""-1.60""",B,"=""3.2750185""","=""5.0459563""","=""4d5.(4P).5s""","=""b 3P""","=""1""","=""4d5.(4P).5p""","=""x 5D*""","=""1""",3,3,,"=""T5293""","=""L10250,L3475""",
"=""700.3534""","=""""","=""700.3533+""","=""16""","=""5.9e+05""","=""1.30e-02""","=""3.00e-01""","=""-1.89""",B+,"=""2.4759455""","=""4.2462547""","=""4d5.(4D).5s""","=""b 5D""","=""0""","=""4d4.5s.(6D).5p""","=""z 5F*""","=""1""",1,3,,"=""T5293""","=""L10250,L3475""",
"=""703.9904""","=""""","=""703.9904+""","=""22""","=""1.07e+06""","=""1.02e-02""","=""1.66e+00""","=""-1.14""",C+,"=""3.3027831""","=""5.0639464""","=""4d5.(2D).5s""","=""b 3D""","=""3""","=""4d4.5s.(4D).5p""","=""z 3F*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
"=""706.2150""","=""""","=""706.2144+""","=""22""","=""8.7e+04""","=""6.5e-04""","=""7.6e-02""","=""-2.49""",C+,"=""1.4201599""","=""3.1757768""","=""4d4.5s2""","=""a 5D""","=""2""","=""4d5.(6S).5p""","=""z 7P*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
"=""706.5293""","=""""","=""706.5294+""","=""13""","=""2.53e+05""","=""1.89e-03""","=""2.20e-01""","=""-2.02""",B+,"=""2.5145196""","=""4.2693537""","=""4d5.(4D).5s""","=""b 5D""","=""2""","=""4d4.5s.(6D).5p""","=""z 5F*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
"=""708.3133""","=""""","=""708.3136+""","=""13""","=""4.3e+05""","=""3.20e-03""","=""2.24e-01""","=""-2.02""",B+,"=""2.4958407""","=""4.2462547""","=""4d5.(4D).5s""","=""b 5D""","=""1""","=""4d4.5s.(6D).5p""","=""z 5F*""","=""1""",3,3,,"=""T5293""","=""L10250,L3475""",
"=""711.183""","=""""","=""711.1786+""","=""110""","=""""","=""""","=""""","=""""",,"=""3.1757768""","=""4.9191390""","=""4d5.(6S).5p""","=""z 7P*""","=""2""","=""4d5.(6S).6s""","=""e 7S""","=""3""",5,7,,"=""""","=""L3475""",
