obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),Type,tp_ref,line_ref,column_14
"=""735.519""","=""""","=""65c""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""737.453""","=""""","=""190c,w""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""742.187""","=""""","=""13""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""743.807""","=""""","=""15""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""748.026""","=""""","=""19""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""751.800""","=""""","=""65""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""752.184""","=""""","=""29c""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""757.667""","=""""","=""170c""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""758.530""","=""""","=""17c""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""764.191""","=""""","=""13""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""764.982""","=""""","=""13""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""770.545""","=""""","=""25""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""772.881""","=""""","=""75c""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""775.944""","=""""","=""25""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""778.925""","=""""","=""6""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""787.558""","=""""","=""13c,w""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""788.748""","=""""","=""35""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""794.107""","=""""","=""25""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""795.695""","=""""","=""8""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""813.744""","=""""","=""40""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""824.227""","=""""","=""13c,w""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""832.322""","=""""","=""29c,w""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""834.837""","=""""","=""29""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""835.233""","=""""","=""10""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""844.209""","=""""","=""17""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""847.831""","=""""","=""17w""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""852.933""","=""""","=""25""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""854.960""","=""""","=""13c""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""856.289""","=""""","=""17c""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""857.823""","=""""","=""17""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""869.994""","=""""","=""21c""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""874.336""","=""""","=""21""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""877.038""","=""""","=""21""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""881.798""","=""""","=""29c,w""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""890.823""","=""""","=""35""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
