obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,column_22
"=""162.434""","=""162.434+""","=""100""","=""""","=""""","=""""","=""""",,"=""0.0000000""","=""7.63288""","=""5d10.6s""","=""2S""","=""1/2""","=""5d9<3/2>.6s<1/2>.6p<3/2>""","=""2D*""","=""3/2""",2,4,,"=""""","=""L4231""",
"=""163.990""","=""""","=""50""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L4231""",
"=""164.667""","=""164.6674+""","=""150""","=""1.0e+07""","=""8.2e-03""","=""8.9e-02""","=""-1.79""",D,"=""0.0000000""","=""7.529373""","=""5d10.6s""","=""2S""","=""1/2""","=""5d10.7p""","=""2P*""","=""3/2""",2,4,,"=""T7776""","=""L4231""",
"=""166.576""","=""166.5755+""","=""100""","=""2.4e+05""","=""1.0e-04""","=""1.1e-03""","=""-3.7""",E,"=""0.0000000""","=""7.443125""","=""5d10.6s""","=""2S""","=""1/2""","=""5d10.7p""","=""2P*""","=""1/2""",2,2,,"=""T7776""","=""L4231""",
"=""169.934""","=""169.93678+""","=""200""","=""""","=""""","=""""","=""""",,"=""0.0000000""","=""7.2959015""","=""5d10.6s""","=""2S""","=""1/2""","=""5d9<3/2>.6s<1/2>.6p<1/2>""","=""2P*""","=""3/2""",2,4,,"=""""","=""L4231""",
"=""187.983""","=""187.9829+""","=""100""","=""""","=""""","=""""","=""""",,"=""0.0000000""","=""6.595503""","=""5d10.6s""","=""2S""","=""1/2""","=""5d9<5/2>.6s<1/2>.6p<3/2>""","=""4P*""","=""1/2""",2,2,,"=""""","=""L4231""",
"=""191.964""","=""191.961+""","=""20""","=""""","=""""","=""""","=""""",,"=""1.1358412""","=""7.59466""","=""5d9.6s2""","=""2D""","=""5/2""","=""5d9<3/2>.6s<1/2>.6p<3/2>""","=""2D*""","=""5/2""",6,6,,"=""""","=""L3312""",
"=""194.231""","=""194.231+""","=""45""","=""""","=""""","=""""","=""""",,"=""0.0000000""","=""6.38333""","=""5d10.6s""","=""2S""","=""1/2""","=""5d9<5/2>.6s<1/2>.6p<3/2>""","=""4F*""","=""3/2""",2,4,,"=""""","=""L3312""",
"=""195.193""","=""195.19230+""","=""25""","=""""","=""""","=""""","=""""",,"=""0.0000000""","=""6.3519002""","=""5d10.6s""","=""2S""","=""1/2""","=""5d9<5/2>.6s<1/2>.6p<1/2>""","=""2D*""","=""3/2""",2,4,,"=""""","=""L3312""",
"=""197.819""","=""197.816+""","=""30""","=""""","=""""","=""""","=""""",,"=""1.1358412""","=""7.40349""","=""5d9.6s2""","=""2D""","=""5/2""","=""5d9<3/2>.6s<1/2>.6p<3/2>""","=""2F*""","=""5/2""",6,6,,"=""""","=""L3312""",
"=""201.270""","=""201.27108+""","=""11000""","=""""","=""""","=""""","=""""",,"=""1.1358412""","=""7.2959015""","=""5d9.6s2""","=""2D""","=""5/2""","=""5d9<3/2>.6s<1/2>.6p<1/2>""","=""2P*""","=""3/2""",6,4,,"=""""","=""L3312""",
"=""202.204""","=""202.20162+""","=""2600""","=""""","=""""","=""""","=""""",,"=""1.1358412""","=""7.2675525""","=""5d9.6s2""","=""2D""","=""5/2""","=""5d9<3/2>.6s<1/2>.6p<1/2>""","=""2F*""","=""5/2""",6,6,,"=""""","=""L3312""",
