obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,column_24
"=""285.42112""","=""0.00020""","=""285.42131""","=""0.00012""","=""130""","=""""","=""""","=""""","=""""",,"=""4.1758362""","=""8.5197374""","=""5d8.6s.(4F).6p""","=""a 5F*""","=""5""","=""5d8.(3F<4>).6s.6d.(1D<2>)""","=""(4,2)""","=""6""",11,13,,"=""""","=""L11529""",
"=""287.13076""","=""0.00020""","=""287.130769""","=""0.000025""","=""460""","=""""","=""""","=""""","=""""",,"=""2.7235734""","=""7.04161285""","=""5d8.6s2""","=""1G""","=""4""","=""5d7.(4F).6s2.6p""","=""b 3G*""","=""5""",9,11,,"=""""","=""L11529""",
"=""287.4391""","=""0.0020""","=""287.43846""","=""0.00007""","=""11""","=""""","=""""","=""""","=""""",,"=""4.2306068""","=""8.5440240""","=""5d9.6p""","=""3F*""","=""3""","=""""","=""z""","=""4""",7,9,,"=""""","=""L11529""",
"=""288.7127""","=""0.0020""","=""288.70985""","=""0.00009""","=""10""","=""""","=""""","=""""","=""""",,"=""4.2306068""","=""8.5250290""","=""5d9.6p""","=""3F*""","=""3""","=""""","=""y""","=""4""",7,9,,"=""""","=""L11529""",
"=""288.90393""","=""0.00008""","=""288.90386""","=""0.00003""","=""580""","=""1.32e+06""","=""1.65e-03""","=""1.10e-01""","=""-1.94""",C+,"=""1.25431290""","=""5.5458512""","=""5d8.6s2""","=""3F""","=""3""","=""5d8.6s.(2F).6p""","=""a 3D*""","=""3""",7,7,,"=""T3313""","=""L11529""",
"=""289.1719""","=""0.0020""","=""289.17366""","=""0.00008""","=""27""","=""""","=""""","=""""","=""""",,"=""4.2306068""","=""8.5181412""","=""5d9.6p""","=""3F*""","=""3""","=""""","=""x""","=""4""",7,9,,"=""""","=""L11529""",
"=""289.40657""","=""0.00008""","=""289.40660""","=""0.00003""","=""820""","=""""","=""""","=""""","=""""",,"=""1.92198251""","=""6.2060658""","=""5d8.6s2""","=""3F""","=""2""","=""5d8.6s.(4F).6p""","=""5F*""","=""1""",5,3,,"=""""","=""L11529""",
"=""289.47109""","=""0.00003""","=""289.471117""","=""0.000012""","=""29000""","=""7.60e+06""","=""1.34e-02""","=""6.37e-01""","=""-1.175""",B+,"=""0.09619638""","=""4.37932485""","=""5d9.6s""","=""a 1D""","=""2""","=""5d8.6s.(4F).6p""","=""a 5D*""","=""3""",5,7,,"=""T3313n""","=""L9083,L11529""",
"=""289.87208""","=""0.00008""","=""289.872077""","=""0.000012""","=""13000""","=""3.13e+06""","=""3.07e-03""","=""2.63e-01""","=""-1.56""",B+,"=""0.10212092""","=""4.37932485""","=""5d8.6s2""","=""3F""","=""4""","=""5d8.6s.(4F).6p""","=""a 5D*""","=""3""",9,7,,"=""T3313n""","=""L11529""",
"=""290.1991""","=""0.0020""","=""290.20087""","=""0.00003""","=""38""","=""""","=""""","=""""","=""""",,"=""3.3027625""","=""7.5751205""","=""5d8.6s2""","=""1D""","=""2""","=""5d8.6s.(2G).6p""","=""a 3F*""","=""2""",5,5,,"=""""","=""L11529""",
"=""290.2548""","=""0.0020""","=""290.25258""","=""0.00003""","=""9""","=""""","=""""","=""""","=""""",,"=""2.3019582""","=""6.5735549""","=""5d8.6s2""","=""3P""","=""1""","=""5d8.6s.(2F).6p""","=""3D*""","=""1""",3,3,,"=""""","=""L11529""",
"=""290.67487""","=""0.00020""","=""290.674817""","=""0.000020""","=""1700bl""","=""""","=""""","=""""","=""""",,"=""0.81426023""","=""5.0796521""","=""5d9.6s""","=""3D""","=""2""","=""5d8.6s.(4F).6p""","=""5G*""","=""3""",5,7,,"=""""","=""L11529""",
"=""290.87478""","=""0.00008""","=""290.874970""","=""0.000020""","=""190""","=""""","=""""","=""""","=""""",,"=""1.92198251""","=""6.18443927""","=""5d8.6s2""","=""3F""","=""2""","=""5d9.6p""","=""3D*""","=""2""",5,5,,"=""""","=""L11529""",
"=""291.12942""","=""0.00008""","=""291.12945""","=""0.00004""","=""20""","=""""","=""""","=""""","=""""",,"=""3.7389724""","=""7.9977033""","=""5d8.6s.(4F).6p""","=""5D*""","=""4""","=""5d8.(3F<3>).6s.7s.(3S<1>)""","=""(3,1)""","=""3""",9,7,,"=""""","=""L6581""",
"=""291.31044""","=""0.00008""","=""291.31053""","=""0.00003""","=""3300""","=""9.4e+06""","=""8.5e-03""","=""5.7e-01""","=""-1.22""",C+,"=""1.25431290""","=""5.5103966""","=""5d8.6s2""","=""3F""","=""3""","=""5d8.6s.(4F).6p""","=""5F*""","=""2""",7,5,,"=""T3313""","=""L11529""",
"=""291.36222""","=""0.00020""","=""291.36202""","=""0.00003""","=""85""","=""""","=""""","=""""","=""""",,"=""2.7235734""","=""6.97890491""","=""5d8.6s2""","=""1G""","=""4""","=""5d8.6s.(2G).6p""","=""3F*""","=""4""",9,9,,"=""""","=""L11529""",
"=""291.40976""","=""0.00008""","=""291.40981""","=""0.00003""","=""510""","=""""","=""""","=""""","=""""",,"=""1.25431290""","=""5.5089466""","=""5d8.6s2""","=""3F""","=""3""","=""5d8.6s.(4F).6p""","=""b 5G*""","=""4""",7,9,,"=""""","=""L11529""",
"=""291.43918""","=""0.00008""","=""291.43917""","=""0.00003""","=""3400""","=""9.5e+06""","=""2.02e-02""","=""5.8e-01""","=""-1.22""",C+,"=""1.25619158""","=""5.5103966""","=""5d9.6s""","=""3D""","=""1""","=""5d8.6s.(4F).6p""","=""5F*""","=""2""",3,5,,"=""T3313""","=""L11529""",
"=""292.01948""","=""0.00009""","=""292.019329""","=""0.000020""","=""1200""","=""9.0e+06""","=""6.9e-03""","=""3.3e-01""","=""-1.46""",C,"=""1.6733229""","=""5.9190761""","=""5d9.6s""","=""b 1D""","=""2""","=""5d9.6p""","=""1P*""","=""1""",5,3,,"=""T4200n,T3313""","=""L11529""",
"=""292.20754""","=""0.00020""","=""292.20709""","=""0.00007""","=""110""","=""""","=""""","=""""","=""""",,"=""3.7389724""","=""7.9819973""","=""5d8.6s.(4F).6p""","=""5D*""","=""4""","=""5d8.(3F<4>).6s.6d""","=""b (4,?)""","=""5""",9,11,,"=""""","=""L11529""",
"=""292.22343""","=""0.00009""","=""292.223438""","=""0.000020""","=""1400""","=""8.9e+05""","=""1.14e-03""","=""5.51e-02""","=""-2.24""",C+,"=""0.81426023""","=""5.0570479""","=""5d9.6s""","=""3D""","=""2""","=""5d8.6s.(4P).6p""","=""5P*""","=""2""",5,5,,"=""T3313n""","=""L11529""",
"=""292.7767""","=""0.0020""","=""292.77498""","=""0.00009""","=""51""","=""""","=""""","=""""","=""""",,"=""3.7389724""","=""7.9737672""","=""5d8.6s.(4F).6p""","=""5D*""","=""4""","=""5d8.(3F<4>).6s.6d.(3D<?>)""","=""a (4,?)""","=""4""",9,9,,"=""""","=""L11529""",
"=""292.89612""","=""0.00009""","=""292.89599""","=""0.00003""","=""250""","=""""","=""""","=""""","=""""",,"=""2.3019582""","=""6.53500348""","=""5d8.6s2""","=""3P""","=""1""","=""5d8.6s.(4P).6p""","=""b 5D*""","=""2""",3,5,,"=""""","=""L11529""",
"=""293.064850""","=""0.000016""","=""293.064810""","=""0.000013""","=""84000""","=""2.18e+07""","=""2.81e-02""","=""1.90e+00""","=""-0.706""",B+,"=""0.00000000""","=""4.2306068""","=""5d9.6s""","=""3D""","=""3""","=""5d9.6p""","=""3F*""","=""3""",7,7,,"=""T3313""","=""L9083,L11529""",
"=""293.16421""","=""0.00020""","=""293.16411""","=""0.00008""","=""600""","=""""","=""""","=""""","=""""",,"=""3.7389724""","=""7.9681462""","=""5d8.6s.(4F).6p""","=""5D*""","=""4""","=""5d8.(3F<4>).6s.6d.(3D<?>)""","=""a (4,?)""","=""5""",9,11,,"=""""","=""L11529""",
"=""293.7470""","=""0.0020""","=""293.74858""","=""0.00003""","=""67""","=""""","=""""","=""""","=""""",,"=""1.92198251""","=""6.1427416""","=""5d8.6s2""","=""3F""","=""2""","=""5d9.6p""","=""a 3D*""","=""1""",5,3,,"=""""","=""L11529""",
"=""293.96695""","=""0.00020""","=""293.96697""","=""0.00003""","=""810""","=""""","=""""","=""""","=""""",,"=""2.7235734""","=""6.94119682""","=""5d8.6s2""","=""1G""","=""4""","=""5d8.6s.(2G).6p""","=""3H*""","=""5""",9,11,,"=""""","=""L11529""",
"=""294.1248""","=""0.0020""","=""294.12264""","=""0.00011""","=""18""","=""""","=""""","=""""","=""""",,"=""4.2306068""","=""8.4459980""","=""5d9.6p""","=""3F*""","=""3""","=""5d9.6d""","=""b 3G""","=""4""",7,9,,"=""""","=""L11529""",
"=""294.36118""","=""0.00009""","=""294.36125""","=""0.00005""","=""1100""","=""""","=""""","=""""","=""""",,"=""3.7389724""","=""7.9509466""","=""5d8.6s.(4F).6p""","=""5D*""","=""4""","=""""","=""""","=""5 or 4""",9,1,,"=""""","=""L11529""",
"=""294.56134""","=""0.00009""","=""294.56142""","=""0.00003""","=""950""","=""4.09e+05""","=""5.31e-04""","=""2.58e-02""","=""-2.58""",C+,"=""0.81426023""","=""5.0233722""","=""5d9.6s""","=""3D""","=""2""","=""5d8.6s.(4F).6p""","=""5D*""","=""2""",5,5,,"=""T3313n""","=""L11529""",
"=""295.1183""","=""0.0020""","=""295.11765""","=""0.00008""","=""7""","=""""","=""""","=""""","=""""",,"=""4.2306068""","=""8.4317854""","=""5d9.6p""","=""3F*""","=""3""","=""5d9.6d""","=""3G""","=""3""",7,7,,"=""""","=""L11529""",
"=""295.99581""","=""0.00009""","=""295.995734""","=""0.000018""","=""530""","=""""","=""""","=""""","=""""",,"=""1.92198251""","=""6.11069823""","=""5d8.6s2""","=""3F""","=""2""","=""5d8.6s.(4P).6p""","=""b 5P*""","=""3""",5,7,,"=""""","=""L11529""",
"=""296.16143""","=""0.00020""","=""296.16136""","=""0.00019""","=""1400""","=""""","=""""","=""""","=""""",,"=""3.7389724""","=""7.925346""","=""5d8.6s.(4F).6p""","=""5D*""","=""4""","=""""","=""""","=""3""",9,7,,"=""""","=""L11529""",
"=""297.8920""","=""0.0020""","=""297.89245""","=""0.00004""","=""41""","=""""","=""""","=""""","=""""",,"=""2.7235734""","=""6.8856191""","=""5d8.6s2""","=""1G""","=""4""","=""5d8.6s.(2P).6p""","=""3D*""","=""3""",9,7,,"=""""","=""L11529""",
"=""298.46171""","=""0.00009""","=""298.46181""","=""0.00005""","=""110""","=""""","=""""","=""""","=""""",,"=""2.3019582""","=""6.4560641""","=""5d8.6s2""","=""3P""","=""1""","=""5d8.6s.(4P).6p""","=""5D*""","=""1""",3,3,,"=""""","=""L11529""",
"=""299.06661""","=""0.00020""","=""299.06668""","=""0.00010""","=""130""","=""""","=""""","=""""","=""""",,"=""4.37932485""","=""8.5250290""","=""5d8.6s.(4F).6p""","=""a 5D*""","=""3""","=""""","=""y""","=""4""",7,9,,"=""""","=""L11529""",
"=""299.56455""","=""0.00020""","=""299.56439""","=""0.00009""","=""100""","=""""","=""""","=""""","=""""",,"=""4.37932485""","=""8.5181412""","=""5d8.6s.(4F).6p""","=""a 5D*""","=""3""","=""""","=""x""","=""4""",7,9,,"=""""","=""L11529""",
"=""299.88363""","=""0.00009""","=""299.883623""","=""0.000015""","=""100000c""","=""3.25e+07""","=""6.14e-02""","=""3.03e+00""","=""-0.513""",B+,"=""0.09619638""","=""4.2306068""","=""5d9.6s""","=""a 1D""","=""2""","=""5d9.6p""","=""3F*""","=""3""",5,7,,"=""T3313n""","=""L11529""",
"=""300.31393""","=""0.00009""","=""300.313969""","=""0.000014""","=""7500""","=""1.72e+06""","=""1.81e-03""","=""1.61e-01""","=""-1.788""",B+,"=""0.10212092""","=""4.2306068""","=""5d8.6s2""","=""3F""","=""4""","=""5d9.6p""","=""3F*""","=""3""",9,7,,"=""T3313""","=""L11529""",
"=""300.41242""","=""0.00020""","=""300.41258""","=""0.00010""","=""87""","=""""","=""""","=""""","=""""",,"=""4.1758362""","=""8.3029669""","=""5d8.6s.(4F).6p""","=""a 5F*""","=""5""","=""5d8.(3F<4>).6s.8s.(3S<1>)""","=""(4,1)""","=""5""",11,11,,"=""""","=""L11529""",
"=""300.4964""","=""0.0020""","=""300.49554""","=""0.00004""","=""15""","=""""","=""""","=""""","=""""",,"=""3.3027625""","=""7.4287538""","=""5d8.6s2""","=""1D""","=""2""","=""5d9.7p""","=""b 1D*""","=""2""",5,5,,"=""""","=""L11529""",
"=""300.5044""","=""0.0020""","=""300.503428""","=""0.000018""","=""35""","=""""","=""""","=""""","=""""",,"=""1.92198251""","=""6.04786551""","=""5d8.6s2""","=""3F""","=""2""","=""5d8.6s.(4F).6p""","=""a 3D*""","=""3""",5,7,,"=""""","=""L11529""",
"=""301.3257""","=""0.0020""","=""301.32506""","=""0.00003""","=""67""","=""""","=""""","=""""","=""""",,"=""2.3019582""","=""6.41659104""","=""5d8.6s2""","=""3P""","=""1""","=""5d8.6s.(2F).6p""","=""3F*""","=""2""",3,5,,"=""""","=""L11529""",
"=""301.6246""","=""0.0020""","=""301.62608""","=""0.00019""","=""37""","=""""","=""""","=""""","=""""",,"=""3.3027625""","=""7.413289""","=""5d8.6s2""","=""1D""","=""2""","=""5d8.6s.(4P).6p""","=""3S*""","=""1""",5,3,,"=""""","=""L11529""",
"=""301.87505""","=""0.00009""","=""301.87558""","=""0.00003""","=""1000""","=""4.2e+06""","=""8.0e-03""","=""4.0e-01""","=""-1.40""",C,"=""1.6733229""","=""5.7804521""","=""5d9.6s""","=""b 1D""","=""2""","=""5d8.6s.(2F).6p""","=""b 3D*""","=""3""",5,7,,"=""T4200n,T3313""","=""L11529c153""",
"=""302.37204""","=""0.00020""","=""302.37186""","=""0.00009""","=""170""","=""""","=""""","=""""","=""""",,"=""2.1056776""","=""6.2060658""","=""5d8.6s2""","=""3P""","=""0""","=""5d8.6s.(4F).6p""","=""5F*""","=""1""",1,3,,"=""""","=""L11529""",
"=""302.51736""","=""0.00009""","=""302.51730""","=""0.00004""","=""55""","=""""","=""""","=""""","=""""",,"=""1.25619158""","=""5.3546084""","=""5d9.6s""","=""3D""","=""1""","=""5d8.6s.(4F).6p""","=""5D*""","=""1""",3,3,,"=""""","=""L11529""",
"=""302.5930""","=""0.0020""","=""302.59373""","=""0.00004""","=""49""","=""""","=""""","=""""","=""""",,"=""3.3027625""","=""7.4001442""","=""5d8.6s2""","=""1D""","=""2""","=""5d7.(4F).6s2.6p""","=""5G*""","=""3""",5,7,,"=""""","=""L11529""",
"=""302.64268""","=""0.00020""","=""302.64273""","=""0.00016""","=""90""","=""""","=""""","=""""","=""""",,"=""2.7235734""","=""6.8202917""","=""5d8.6s2""","=""1G""","=""4""","=""5d8.6s.(2G).6p""","=""3H*""","=""4""",9,9,,"=""""","=""L11529""",
"=""302.72078""","=""0.00009""","=""302.72068""","=""0.00005""","=""81""","=""""","=""""","=""""","=""""",,"=""1.92198251""","=""6.0176458""","=""5d8.6s2""","=""3F""","=""2""","=""5d8.6s.(4F).6p""","=""5G*""","=""2""",5,5,,"=""""","=""L11529""",
"=""303.73262""","=""0.00009""","=""303.73264""","=""0.00004""","=""3300""","=""1.55e+07""","=""2.14e-02""","=""1.07e+00""","=""-0.97""",B+,"=""1.6733229""","=""5.7553405""","=""5d9.6s""","=""b 1D""","=""2""","=""5d8.6s.(4P).6p""","=""a 5D*""","=""2""",5,5,,"=""T3313""","=""L11529""",
"=""304.20934""","=""0.00009""","=""304.20947""","=""0.00003""","=""92""","=""""","=""""","=""""","=""""",,"=""2.7235734""","=""6.79919268""","=""5d8.6s2""","=""1G""","=""4""","=""5d8.6s.(4P).6p""","=""a 3D*""","=""3""",9,7,,"=""""","=""L11529""",
"=""304.35171""","=""0.00009""","=""304.35166""","=""0.00005""","=""130000c""","=""7.70e+06""","=""1.31e-02""","=""1.18e+00""","=""-0.930""",B+,"=""0.10212092""","=""4.1758362""","=""5d8.6s2""","=""3F""","=""4""","=""5d8.6s.(4F).6p""","=""a 5F*""","=""5""",9,11,,"=""T3313""","=""L11529""",
"=""305.1859""","=""0.0020""","=""305.18488""","=""0.00008""","=""22""","=""""","=""""","=""""","=""""",,"=""4.04436514""","=""8.1069583""","=""5d9.6p""","=""a 3P*""","=""2""","=""5d9.7d""","=""3D""","=""3""",5,7,,"=""""","=""L11529""",
"=""305.61999""","=""0.00009""","=""305.61983""","=""0.00003""","=""120""","=""""","=""""","=""""","=""""",,"=""2.3019582""","=""6.35876946""","=""5d8.6s2""","=""3P""","=""1""","=""5d8.6s.(2F).6p""","=""1D*""","=""2""",3,5,,"=""""","=""L11529""",
"=""306.05261""","=""0.00009""","=""306.052655""","=""0.000020""","=""530""","=""1.66e+06""","=""2.33e-03""","=""1.17e-01""","=""-1.93""",C+,"=""1.6733229""","=""5.72439702""","=""5d9.6s""","=""b 1D""","=""2""","=""5d9.6p""","=""3F*""","=""2""",5,5,,"=""T3313""","=""L11529""",
"=""306.2711""","=""0.0020""","=""306.26779""","=""0.00009""","=""31bl""","=""""","=""""","=""""","=""""",,"=""4.5001669""","=""8.5483953""","=""5d8.6s.(4F).6p""","=""a 5G*""","=""4""","=""""","=""""","=""3""",9,7,,"=""""","=""L11529""",
"=""306.560343""","=""0.000016""","=""306.560348""","=""0.000014""","=""160000c""","=""6.59e+07""","=""6.63e-02""","=""4.68e+00""","=""-0.333""",B+,"=""0.00000000""","=""4.04436514""","=""5d9.6s""","=""3D""","=""3""","=""5d9.6p""","=""a 3P*""","=""2""",7,5,,"=""T3313n""","=""L9083,L11529""",
"=""307.1121""","=""0.0020""","=""307.11477""","=""0.00009""","=""68""","=""""","=""""","=""""","=""""",,"=""2.1056776""","=""6.1427416""","=""5d8.6s2""","=""3P""","=""0""","=""5d9.6p""","=""a 3D*""","=""1""",1,3,,"=""""","=""L11529""",
"=""307.28262""","=""0.00009""","=""307.28261""","=""0.00003""","=""3400""","=""1.17e+06""","=""1.66e-03""","=""1.17e-01""","=""-1.94""",C+,"=""1.25431290""","=""5.2891719""","=""5d8.6s2""","=""3F""","=""3""","=""5d8.6s.(4F).6p""","=""b 5D*""","=""3""",7,7,,"=""T3313""","=""L11529""",
"=""307.5692""","=""0.0020""","=""307.57040""","=""0.00013""","=""62""","=""""","=""""","=""""","=""""",,"=""4.04436514""","=""8.0754487""","=""5d9.6p""","=""a 3P*""","=""2""","=""5d9.7d""","=""3P""","=""2""",5,5,,"=""""","=""L11529""",
"=""308.04595""","=""0.00020""","=""308.04583""","=""0.00010""","=""240""","=""""","=""""","=""""","=""""",,"=""4.5001669""","=""8.5250290""","=""5d8.6s.(4F).6p""","=""a 5G*""","=""4""","=""""","=""y""","=""4""",9,9,,"=""""","=""L11529""",
"=""308.5335""","=""0.0020""","=""308.53592""","=""0.00008""","=""8""","=""""","=""""","=""""","=""""",,"=""3.7389724""","=""7.7574412""","=""5d8.6s.(4F).6p""","=""5D*""","=""4""","=""5d9.8s""","=""3D""","=""3""",9,7,,"=""""","=""L11529""",
"=""308.5706""","=""0.0020""","=""308.57390""","=""0.00010""","=""51""","=""""","=""""","=""""","=""""",,"=""4.5001669""","=""8.5181412""","=""5d8.6s.(4F).6p""","=""a 5G*""","=""4""","=""""","=""x""","=""4""",9,9,,"=""""","=""L11529""",
"=""310.09249""","=""0.00010""","=""310.092497""","=""0.000017""","=""3300""","=""5.33e+06""","=""7.69e-03""","=""3.93e-01""","=""-1.42""",B,"=""0.81426023""","=""4.81255750""","=""5d9.6s""","=""3D""","=""2""","=""5d8.6s.(2D).6p""","=""a 3F*""","=""2""",5,5,,"=""T3313n""","=""L11529""",
"=""310.18597""","=""0.00010""","=""310.185881""","=""0.000022""","=""220""","=""""","=""""","=""""","=""""",,"=""1.92198251""","=""5.9190761""","=""5d8.6s2""","=""3F""","=""2""","=""5d9.6p""","=""1P*""","=""1""",5,3,,"=""""","=""L11529""",
"=""310.4501""","=""0.0020""","=""310.44902""","=""0.00003""","=""25""","=""""","=""""","=""""","=""""",,"=""2.7235734""","=""6.71727901""","=""5d8.6s2""","=""1G""","=""4""","=""5d8.6s.(4P).6p""","=""b 5D*""","=""4""",9,9,,"=""""","=""L11529""",
"=""311.1203""","=""0.0020""","=""311.11735""","=""0.00004""","=""5bl(Pt II)""","=""""","=""""","=""""","=""""",,"=""3.3027625""","=""7.2878890""","=""5d8.6s2""","=""1D""","=""2""","=""5d9.7p""","=""a 1P*""","=""1""",5,3,,"=""""","=""L11529""",
"=""312.07047""","=""0.00010""","=""312.07054""","=""0.00005""","=""190""","=""""","=""""","=""""","=""""",,"=""2.7235734""","=""6.6965277""","=""5d8.6s2""","=""1G""","=""4""","=""5d8.6s.(4P).6p""","=""c 5P*""","=""3""",9,7,,"=""""","=""L11529""",
"=""313.45795""","=""0.00010""","=""313.45794""","=""0.00005""","=""23""","=""""","=""""","=""""","=""""",,"=""1.6733229""","=""5.6286924""","=""5d9.6s""","=""b 1D""","=""2""","=""5d8.6s.(4P).6p""","=""5P*""","=""1""",5,3,,"=""""","=""L11529""",
"=""313.6211""","=""0.0020""","=""313.61901""","=""0.00004""","=""9""","=""""","=""""","=""""","=""""",,"=""4.04436514""","=""7.9977033""","=""5d9.6p""","=""a 3P*""","=""2""","=""5d8.(3F<3>).6s.7s.(3S<1>)""","=""(3,1)""","=""3""",5,7,,"=""""","=""L11529""",
"=""314.02966""","=""0.00010""","=""314.029632""","=""0.000017""","=""12000""","=""3.47e+06""","=""5.13e-03""","=""2.65e-01""","=""-1.591""",B+,"=""0.09619638""","=""4.04436514""","=""5d9.6s""","=""a 1D""","=""2""","=""5d9.6p""","=""a 3P*""","=""2""",5,5,,"=""T3313n""","=""L11529""",
"=""314.25660""","=""0.00020""","=""314.25676""","=""0.00017""","=""190""","=""4.80e+06""","=""2.37e-03""","=""7.35e-02""","=""-2.15""",C+,"=""2.3019582""","=""6.247273""","=""5d8.6s2""","=""3P""","=""1""","=""5d9.6p""","=""3P*""","=""0""",3,1,,"=""T3313""","=""L11529""",
"=""315.3481""","=""0.0020""","=""315.35155""","=""0.00010""","=""5""","=""""","=""""","=""""","=""""",,"=""4.5001669""","=""8.4317854""","=""5d8.6s.(4F).6p""","=""a 5G*""","=""4""","=""5d9.6d""","=""3G""","=""3""",9,7,,"=""""","=""L11529""",
"=""315.74764""","=""0.00010""","=""315.74762""","=""0.00004""","=""4500""","=""1.21e+07""","=""1.81e-02""","=""5.64e-01""","=""-1.27""",B,"=""1.25619158""","=""5.1828783""","=""5d9.6s""","=""3D""","=""1""","=""5d8.6s.(2D).6p""","=""a 3D*""","=""1""",3,3,,"=""T3313""","=""L11529""",
"=""316.4016""","=""0.0020""","=""316.40194""","=""0.00009""","=""4""","=""""","=""""","=""""","=""""",,"=""4.6298290""","=""8.5483953""","=""5d9.6p""","=""b 3P*""","=""2""","=""""","=""""","=""3""",5,7,,"=""""","=""L11529""",
"=""317.5741""","=""0.0004""","=""317.57373""","=""0.00005""","=""54""","=""""","=""""","=""""","=""""",,"=""2.3019582""","=""6.2060658""","=""5d8.6s2""","=""3P""","=""1""","=""5d8.6s.(4F).6p""","=""5F*""","=""1""",3,3,,"=""""","=""L11529""",
"=""319.2351""","=""0.0020""","=""319.23658""","=""0.00014""","=""27bl(Pt II)""","=""""","=""""","=""""","=""""",,"=""4.5681600""","=""8.4519316""","=""5d9.6p""","=""3P*""","=""1""","=""5d9.6d""","=""b 1D""","=""2""",3,5,,"=""""","=""L11529""",
"=""319.2674""","=""0.0020""","=""319.26812""","=""0.00009""","=""7""","=""""","=""""","=""""","=""""",,"=""4.66063603""","=""8.5440240""","=""5d9.6p""","=""3F*""","=""4""","=""""","=""z""","=""4""",9,9,,"=""""","=""L11529""",
"=""319.34261""","=""0.00010""","=""319.34270""","=""0.00003""","=""100""","=""""","=""""","=""""","=""""",,"=""2.3019582""","=""6.18443927""","=""5d8.6s2""","=""3P""","=""1""","=""5d9.6p""","=""3D*""","=""2""",3,5,,"=""""","=""L11529""",
"=""319.9983""","=""0.0020""","=""319.99960""","=""0.00011""","=""75bl(Pt II)""","=""""","=""""","=""""","=""""",,"=""4.5681600""","=""8.4426710""","=""5d9.6p""","=""3P*""","=""1""","=""5d9.6d""","=""3F""","=""2""",3,5,,"=""""","=""L11529""",
"=""320.0934""","=""0.0020""","=""320.09678""","=""0.00016""","=""12""","=""""","=""""","=""""","=""""",,"=""4.66063603""","=""8.5339707""","=""5d9.6p""","=""3F*""","=""4""","=""""","=""""","=""5""",9,11,,"=""""","=""L11529""",
"=""320.16347""","=""0.00010""","=""320.16345""","=""0.00003""","=""5100""","=""1.44e+07""","=""3.10e-02""","=""1.63e+00""","=""-0.81""",C+,"=""1.6733229""","=""5.5458512""","=""5d9.6s""","=""b 1D""","=""2""","=""5d8.6s.(2F).6p""","=""a 3D*""","=""3""",5,7,,"=""T3313""","=""L11529""",
"=""320.49623""","=""0.00010""","=""320.496225""","=""0.000021""","=""9100""","=""1.04e+07""","=""2.24e-02""","=""1.18e+00""","=""-0.95""",B,"=""0.81426023""","=""4.6827675""","=""5d9.6s""","=""3D""","=""2""","=""5d9.6p""","=""3D*""","=""3""",5,7,,"=""T3313n""","=""L11529""",
"=""320.65286""","=""0.00020""","=""320.65278""","=""0.00010""","=""210""","=""""","=""""","=""""","=""""",,"=""4.2306068""","=""8.0972254""","=""5d9.6p""","=""3F*""","=""3""","=""5d9.7d""","=""3G""","=""4""",7,9,,"=""""","=""L11529""",
"=""320.7367""","=""0.0020""","=""320.73496""","=""0.00009""","=""5""","=""""","=""""","=""""","=""""",,"=""4.6827675""","=""8.5483953""","=""5d9.6p""","=""3D*""","=""3""","=""""","=""""","=""3""",7,7,,"=""""","=""L11529""",
"=""320.8357""","=""0.0020""","=""320.83745""","=""0.00011""","=""12""","=""""","=""""","=""""","=""""",,"=""4.66063603""","=""8.5250290""","=""5d9.6p""","=""3F*""","=""4""","=""""","=""y""","=""4""",9,9,,"=""""","=""L11529""",
"=""321.33055""","=""0.00010""","=""321.32999""","=""0.00003""","=""160""","=""""","=""""","=""""","=""""",,"=""1.92198251""","=""5.7804521""","=""5d8.6s2""","=""3F""","=""2""","=""5d8.6s.(2F).6p""","=""b 3D*""","=""3""",5,7,,"=""""","=""L11529c153""",
"=""322.4682""","=""0.0020""","=""322.46892""","=""0.00015""","=""12""","=""""","=""""","=""""","=""""",,"=""4.2306068""","=""8.0754487""","=""5d9.6p""","=""3F*""","=""3""","=""5d9.7d""","=""3P""","=""2""",7,5,,"=""""","=""L11529""",
"=""322.6859""","=""0.0020""","=""322.68548""","=""0.00011""","=""12""","=""""","=""""","=""""","=""""",,"=""4.6827675""","=""8.5250290""","=""5d9.6p""","=""3D*""","=""3""","=""""","=""y""","=""4""",7,9,,"=""""","=""L11529""",
"=""322.80962""","=""0.00010""","=""322.80966""","=""0.00004""","=""100""","=""""","=""""","=""""","=""""",,"=""2.3019582""","=""6.1427416""","=""5d8.6s2""","=""3P""","=""1""","=""5d9.6p""","=""a 3D*""","=""1""",3,3,,"=""""","=""L11529""",
"=""323.12162""","=""0.00010""","=""323.12175""","=""0.00005""","=""1300""","=""3.70e+06""","=""5.79e-03""","=""3.08e-01""","=""-1.54""",C+,"=""1.6733229""","=""5.5103966""","=""5d9.6s""","=""b 1D""","=""2""","=""5d8.6s.(4F).6p""","=""5F*""","=""2""",5,5,,"=""T3313""","=""L11529""",
