obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),Type,tp_ref,line_ref,column_14
"=""378.179""","=""""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""378.224""","=""""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""378.646""","=""""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""378.929""","=""""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""379.250""","=""""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""379.729""","=""""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""379.971""","=""""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""380.343""","=""""","=""10000s""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""380.355""","=""""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""381.637""","=""""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""382.628""","=""""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""382.850""","=""""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""383.164""","=""""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""384.328""","=""""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""384.771""","=""""","=""10000l""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""384.872""","=""""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""385.612""","=""""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""388.121""","=""""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""388.370""","=""""","=""10000l""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""392.253""","=""""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""433.080""","=""""","=""10000l""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""435.272""","=""""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""436.487""","=""""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""442.425""","=""""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""446.771""","=""""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""505.814""","=""""","=""10000s""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""511.967""","=""""","=""10000l""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""517.205""","=""""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""519.900""","=""""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""521.398""","=""""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""527.342""","=""""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""539.353""","=""""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""539.574""","=""""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""540.612""","=""""","=""10000l""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""545.114""","=""""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""546.899""","=""""","=""10000l""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""548.610""","=""""","=""10000s""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""553.947""","=""""","=""10000l""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""555.834""","=""""","=""10000l""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""555.863""","=""""","=""10000s""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""558.276""","=""""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""565.811""","=""""","=""10000l""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""566.060""","=""""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""570.382""","=""""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""591.235""","=""""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""704.279""","=""""","=""10000l""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""710.981""","=""""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""717.820""","=""""","=""10000l""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""725.450""","=""""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""725.921""","=""""","=""10000l""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""730.895""","=""""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""751.333""","=""""","=""10000l""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""755.320""","=""""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""758.186""","=""""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""773.206""","=""""","=""10000l""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""790.607""","=""""","=""10000s""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""932.186""","=""""","=""10000s""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L4703""",
"=""943.172""","=""""","=""10000s""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3610""",
"=""980.387""","=""""","=""10000l""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3610""",
"=""988.200""","=""""","=""10000l""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3610""",
"=""989.509""","=""""","=""10000l""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3610""",
"=""1012.898""","=""""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3610""",
"=""1018.937""","=""""","=""10000l""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3610""",
"=""1029.526""","=""""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3610""",
"=""1053.059""","=""""","=""10000l""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3610""",
"=""1057.343""","=""""","=""10000l""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3610""",
"=""1129.623""","=""""","=""10000l""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3610""",
"=""1150.345""","=""""","=""10000l""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3610""",
"=""1157.851""","=""""","=""10000s""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3610""",
"=""1179.632""","=""""","=""10000s""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3610""",
"=""1216.238""","=""""","=""10000s""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3610""",
"=""1306.470""","=""""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3610""",
"=""1350.205""","=""""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3610""",
"=""1420.081""","=""""","=""10000s""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3610""",
"=""1514.024""","=""""","=""10000""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3610""",
"=""1927.913""","=""""","=""10000l""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3610""",
"=""1965.859""","=""""","=""10000s""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3610""",
"=""2390.937""","=""""","=""10000s""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3610""",
"=""2419.922""","=""""","=""10000s""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3610""",
